,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jace Hogan,14,JR,F,6-6,221,"Melbourne, FL",Holy Trinity HS, 17.1 Pts,6.6 Reb,1.2 Ast
1,JD Notae,1,FR,G,6-2,180,"Covington, GA",, 15.4 Pts,4.7 Reb,1.9 Ast
2,Devin Harris,3,SR,G,6-4,200,"Tampa, FL",Jesuit, 12.5 Pts,7.6 Reb,5.4 Ast
3,Jalyn Hinton,11,FR,G,6-5,195,"Boston, MA",, 9.0 Pts,5.3 Reb,0.5 Ast
4,Cody Helgeland,33,SR,F,6-8,185,"Toccoa, GA",Stephens High School, 8.1 Pts,3.2 Reb,1.0 Ast
5,Tanner Rubio,0,SO,G,6-0,170,"Maitland, FL",The Master's Academy, 7.7 Pts,1.4 Reb,1.6 Ast
6,Radwan Bakkali,22,JR,C,6-10,250,United Kingdom,, 3.4 Pts,2.4 Reb,0.4 Ast
7,Antwon Clayton,25,,F,6-6,200,"Eustis, FL",Eustis HS, 5.0 Pts,4.8 Reb,1.6 Ast
8,Damien Sears,5,FR,F,6-7,230,"Haughton, LA",, 4.1 Pts,3.6 Reb,0.4 Ast
9,Corey Romich,2,FR,G,6-4,205,"Groton, MA",, 1.8 Pts,0.5 Reb,0.5 Ast
10,Lee Richmond,20,SO,G,6-1,160,"St. Louis, MO",Christian Brothers Colllege High School, 2.5 Pts,1.0 Reb,0.6 Ast
11,Derrick Flowers,21,FR,F,6-3,195,"Frisco, TX",, 1.1 Pts,1.2 Reb,0.1 Ast
12,Dave Bell,23,,C,6-9,210,,,,,
13,Quinton Forrest,15,,G,6-4,225,"Windermere, FL",West Orange HS,,,
14,Aamahne Santos,10,,G,5-10,175,,,,,
