,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,A.J. Mosby,2,SR,G,6-3,160,"Cartersville, GA",Cartersville High School, 15.2 Pts,4.7 Reb,3.9 Ast
1,Dante Sterling,4,,F,6-6,200,,Fayette County, 11.8 Pts,3.3 Reb,1.5 Ast
2,Maurice Howard,5,SO,G,6-1,190,"Quincy, FL",James Rickards High School, 10.3 Pts,2.5 Reb,2.0 Ast
3,Troymain Crosby,23,FR,G,6-4,180,"Laurel, MS",, 7.4 Pts,4.3 Reb,0.7 Ast
4,Devon Brewer,50,SO,F,6-8,260,"Hiram, GA",Hiram High School, 5.9 Pts,4.2 Reb,0.8 Ast
5,Yalen Reed,20,SO,F,6-7,200,"Nashville, TN",Station Camp High School, 6.1 Pts,4.8 Reb,1.0 Ast
6,Avery Patterson,1,SR,G,6-0,190,"Decatur, GA",Wheeler, 6.0 Pts,2.1 Reb,2.1 Ast
7,Tyler Carter,3,SO,F,6-7,200,"Houston, TX",Steinbrenner Heigh School, 3.7 Pts,3.5 Reb,0.7 Ast
8,Reginald Johnson,24,SR,F,6-5,225,"Monroe, LA",Richwood HS, 12.3 Pts,4.3 Reb,1.1 Ast
9,Kobe Wilson,10,FR,F,6-9,220,"Kennesaw, GA",North Cobb High School, 1.0 Pts,1.9 Reb,0.3 Ast
10,Khari Jabriel Allen,35,JR,G,6-4,180,"Muncie, IN",, 4.8 Pts,1.0 Reb,0.6 Ast
11,TyQuayion Smith,22,JR,F,6-6,205,"Jackson, LA",East Cleveland, 1.0 Pts,0.8 Reb,0.1 Ast
12,Juwan Henderson,12,SR,G,5-9,160,"Atlanta, GA",Stephenson HS, 2.2 Pts,0.7 Reb,1.5 Ast
13,James Stokes,,SR,G,6-0,175,"Utica, MA",, 0.9 Pts,0.8 Reb,0.2 Ast
14,Harold Givens,15,,F,6-7,200,,Faith Baptist Christian HS,,,
15,Noah Plain,33,,F,6-8,200,,,,,
