,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Tyler Hooker,4,JR,G,6-0,150,"Simpsonville, SC",Hillcrest High School, 19.0 Pts,4.7 Reb,3.0 Ast
1,Danny Lewis,2,FR,G,6-4,170,"Atlanta, GA",Central Florida HS, 11.0 Pts,1.6 Reb,1.7 Ast
2,Bobby Parker,0,JR,G,6-4,185,"Crete, IL",, 8.8 Pts,3.1 Reb,1.3 Ast
3,Bryson Lockley,24,JR,F,6-8,218,"Houston, TX",Cy Fair HS, 7.1 Pts,7.0 Reb,1.7 Ast
4,Kosta Jankovic,33,SR,F,6-8,210,"Belgrade, Serbia",Renaissance Academy, 7.5 Pts,4.0 Reb,1.5 Ast
5,Ugo Obineke,15,FR,F,6-8,195,"Rowlett, TX",Rowlett HS, 5.9 Pts,2.0 Reb,0.5 Ast
6,Kyle Clarke,11,SR,G,6-5,200,"Daytona Beach, FL",Oldsmar Christian Academy, 5.0 Pts,3.2 Reb,1.6 Ast
7,Isaac Mbuyamba,5,JR,F,6-7,235,"Portland, OR",Parkrose High School, 3.0 Pts,5.2 Reb,0.7 Ast
8,Antonio Spencer,23,FR,F,6-10,235,"Dallas, TX",Duncanville HS, 2.0 Pts,3.6 Reb,0.3 Ast
9,Pietro Agostini,45,FR,F,6-9,225,"Trieste, Italy",Hillcrest Prep, 1.0 Pts,0.6 Reb,0.0 Ast
10,Adili Kuerban,3,FR,G,6-3,180,"Santa Clarita, CA",Sierra Canyon HS, 1.1 Pts,0.1 Reb,0.1 Ast
11,C.J. Washington,13,FR,G,6-3,200,"Houston, TX",Tompkins HS, 1.0 Pts,1.0 Reb,1.3 Ast
12,Markus Smith,35,SO,G,6-4,188,"Snellville, GA",Brookwood High School, 0.7 Pts,0.3 Reb,0.0 Ast
13,Drew Romich,41,JR,F,6-10,240,"Marietta, GA",Pope HS,,,
