,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Darius Roy,20,JR,G,6-2,180,"Lawton, OK",Lawton High School, 15.8 Pts,4.1 Reb,4.1 Ast
1,DeAndre Abram,1,JR,G,6-8,205,"Carrollton, TX",Creekview HS, 12.1 Pts,6.9 Reb,1.1 Ast
2,Vance Johnson,11,SR,F,6-8,230,"Calumet City, IL",Midwest Academy, 10.1 Pts,5.5 Reb,0.9 Ast
3,Jake Wright,13,SR,G,6-4,193,"Hopkins, MN",Hopkins, 9.3 Pts,1.9 Reb,0.9 Ast
4,Amir Allen,12,SO,F,6-8,210,"Randolph, NJ",, 6.1 Pts,4.3 Reb,0.6 Ast
5,Bryce Barnes,0,JR,G,5-11,172,"Chicago, IL",Bogan High School, 6.1 Pts,2.4 Reb,2.7 Ast
6,Will Sessoms,4,JR,F,6-8,220,"Linden, NJ",, 3.7 Pts,2.6 Reb,0.2 Ast
7,Carson Warren-Newsome,5,SO,G,6-5,185,"Waukegan, IL",Waukegan High School, 9.0 Pts,3.8 Reb,2.2 Ast
8,Bobby Arthur-Williams,2,JR,G,6-7,217,"Potomac, MD",, 3.0 Pts,3.0 Reb,0.6 Ast
9,Jamar Madge,25,FR,G,6-3,170,"Kansas City, MO",Raytown South HS, 1.5 Pts,0.5 Reb,0.2 Ast
10,Tyler Behrendt,34,SO,G,5-11,165,"Germantown, WI",Germantown HS, 1.2 Pts,0.4 Reb,0.5 Ast
11,Elijah Goodman,54,SR,F,6-5,225,"Brookfield, WI",Brookfield Central HS, 0.0 Pts,0.0 Reb,0.0 Ast
12,Shae Mitchell,22,FR,G,6-7,175,"Lakeville, MN",Lakeville South HS, 0.0 Pts,1.0 Reb,0.0 Ast
13,Harrison Henderson,14,JR,F,6-10,225,"Dallas, TX",South Grand Prairie High School,,,
14,Te'Jon Lucas,3,JR,G,6-3,180,"Milwaukee, WI",Washington High School,,,
