,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Andrew Kostecka,10,JR,G,6-4,184,"Germantown, MD",Clarksburg High School, 21.3 Pts,4.8 Reb,2.4 Ast
1,Chuck Champion,14,JR,G,6-4,187,"Philadelphia, PA",Friends Central School, 10.7 Pts,3.5 Reb,1.9 Ast
2,Isaiah Hart,0,SO,G,5-11,181,"Morrow, GA",Whitefield Academy, 10.1 Pts,1.9 Reb,3.0 Ast
3,Kenny Jones,25,FR,G,6-0,171,"Hillside, NJ",Mater Dei HS, 6.4 Pts,1.3 Reb,2.2 Ast
4,KaVaughn Scott,1,JR,F,6-8,223,"Irvine, CA",Orange Lutherna HIgh School, 7.3 Pts,4.5 Reb,0.9 Ast
5,Jaylin Andrews,2,FR,G,6-4,171,"Owings Mills, MD",Boys' Latin School of Maryland, 6.6 Pts,2.7 Reb,1.1 Ast
6,Brent Holcombe,23,SO,F,6-8,198,"Miami, FL",Coral Reef Senior High School, 11.0 Pts,6.0 Reb,1.5 Ast
7,Casmir Ochiaka,22,FR,G,6-8,226,"Enugu, Nigeria",, 3.9 Pts,3.6 Reb,0.4 Ast
8,James Fives,5,SR,G,6-6,196,"Scranton, PA",The Hill School, 3.1 Pts,2.4 Reb,0.7 Ast
9,Sam Norton,15,SR,F,6-4,199,"Collegeville, PA",The Hill School (PA), 1.7 Pts,2.4 Reb,1.2 Ast
10,Jan Dornik,24,FR,F,6-6,193,"Kranj, Slovenia",, 1.5 Pts,1.3 Reb,0.3 Ast
11,Brandon Bradsher,11,SO,G,5-10,174,"Ellicott City, MD",Boys' Latin School of Maryland, 0.8 Pts,0.2 Reb,0.1 Ast
12,Luke Johnson,3,SO,G,6-3,174,"Lexington, KY",Lexington Catholic High School, 0.3 Pts,0.1 Reb,0.0 Ast
13,Markese Redding,13,FR,F,6-6,190,"Brooklyn, NY",LREI HS, 0.3 Pts,0.0 Reb,0.0 Ast
14,Ethan Norton,21,SO,G,6-4,162,"Collegeville, PA",The Hill School, 0.0 Pts,0.3 Reb,0.2 Ast
