,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jakeenan Gant,23,SR,F,6-8,215,"Springfield, GA",Effingham County HS, 20.5 Pts,8.6 Reb,1.3 Ast
1,Marcus Stroman,35,SR,G,6-2,200,"Columbia, SC",Keenan HS, 11.1 Pts,4.3 Reb,6.7 Ast
2,Cedric Russell,0,SO,G,6-2,190,"Alexandria, LA",Peabody Magnet High School, 9.7 Pts,1.9 Reb,1.4 Ast
3,Jerekius Davis,11,JR,F,6-6,225,"Jackson, MS",Provine HIgh School, 9.5 Pts,3.5 Reb,0.3 Ast
4,Justin Miller,55,JR,F,6-6,250,"Beaver Dam, KY",Rock Bridge, 9.0 Pts,7.4 Reb,1.7 Ast
5,P.J. Hardy,15,JR,G,6-1,170,"Lake Charles, LA",St. Louis Catholic High School, 6.9 Pts,2.3 Reb,1.1 Ast
6,Malik Marquetti,1,SR,F,6-6,200,"Compton, CA",Millikan HS, 15.1 Pts,4.5 Reb,1.8 Ast
7,Trajan Wesley,5,FR,G,5-9,165,"Navasota, TX",Cy Falls HS, 4.7 Pts,0.9 Reb,1.5 Ast
8,Jeremy Hayes,3,JR,G,6-3,175,"Roseland, LA",, 4.0 Pts,1.1 Reb,0.5 Ast
9,Kristian Lafayette,33,FR,F,6-10,200,"Detroit, MI",Taylormade Academy, 1.7 Pts,1.2 Reb,0.2 Ast
10,Mason Aucoin,31,JR,G,6-4,190,"Luling, LA",Hahnville High School, 1.5 Pts,0.7 Reb,0.1 Ast
11,R.J. Gladney,32,FR,F,6-6,180,"Deridder, LA",Deridder HS, 0.8 Pts,0.8 Reb,0.0 Ast
12,Eli Mouton,13,FR,G,5-9,150,"Lafayette, LA",Ascension Episcopal HS, 0.3 Pts,0.0 Reb,1.3 Ast
13,Jalen Johnson,21,JR,F,6-7,205,"Baton Rouge, LA",Southern University Laboratory School,,,
14,Kobe Julien,4,FR,F,6-6,215,"Baton Rouge, LA",Madison Prep,,,
