,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Brian Fobbs,23,JR,G,6-4,213,"New York, NY",, 17.6 Pts,5.9 Reb,1.3 Ast
1,Tobias Howard,0,JR,G,6-2,185,"Lithonia, GA",DME Academy, 10.2 Pts,1.9 Reb,2.5 Ast
2,Nakye Sanders,20,JR,F,6-8,236,"Staten Island, NY",Tottenville HS, 8.3 Pts,5.5 Reb,0.8 Ast
3,Jordan McNeil,2,SR,G,6-5,190,"Baltimore, MD",Mount St. Joseph HS, 6.6 Pts,1.2 Reb,1.2 Ast
4,Dennis Tunstall,11,JR,F,6-9,220,"Willingboro, NJ",Life Center Academy, 5.7 Pts,7.7 Reb,0.5 Ast
5,Solomon Uyaelunmo,22,FR,F,6-7,229,"Fort Lauderdale, FL",Calvary Christian HS, 5.1 Pts,3.8 Reb,0.3 Ast
6,Allen Betrand,3,FR,G,6-4,180,"Philadelphia, PA",Roman Catholic HS, 4.6 Pts,2.2 Reb,0.8 Ast
7,Jakigh Dottin,5,FR,G,6-2,211,"Cambridge, MA",Cambridge Lindge & Latin HS, 4.3 Pts,2.3 Reb,1.9 Ast
8,Alex Thomas,44,SR,F,6-9,268,"Hawthorne, NJ",Coastal Academy, 3.5 Pts,2.5 Reb,0.4 Ast
9,Nicholas Timberlake,25,FR,G,6-4,190,"Braintree, MA",Kimball Union HS, 6.4 Pts,2.8 Reb,1.3 Ast
10,Quinton Drayton,13,FR,G,6-4,206,"Bowie, MD",Bowie HS, 2.8 Pts,0.9 Reb,0.3 Ast
11,Yagizhan Selcuk,10,FR,F,6-8,235,"Istanbul, Turkey",Phelps School, 1.8 Pts,0.8 Reb,0.2 Ast
12,Chris Caliguiran,15,FR,G,5-6,140,"Accokeek, MD",Bishop Ireton HS, 0.3 Pts,0.0 Reb,0.3 Ast
13,Juwan Gray,12,SO,F,6-8,210,"Dover, DE",Scotland Performance Institute,,,
