,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Yoeli Childs,23,JR,F,6-8,225,"South Jordan, UT",Bingham HIgh School, 21.2 Pts,9.6 Reb,2.1 Ast
1,TJ Haws,30,JR,G,6-4,170,"Alpine, UT",Lone Peak High School, 17.8 Pts,3.5 Reb,5.1 Ast
2,Zac Seljaas,2,JR,G,6-7,215,"Bountiful, UT",Bountiful HS, 7.1 Pts,3.5 Reb,1.3 Ast
3,Connor Harding,44,FR,G,6-6,185,"Pocatello, ID",Highland HS, 6.2 Pts,2.9 Reb,1.1 Ast
4,Jashire Hardnett,0,JR,G,6-0,185,"Gulfport, MS",Gulfport HS, 9.7 Pts,2.0 Reb,1.7 Ast
5,Nick Emery,4,JR,G,6-2,185,"Alpine, UT",Lone Peak HS, 6.1 Pts,1.7 Reb,1.8 Ast
6,Gavin Baxter,25,FR,F,6-9,210,"Provo, UT",Timpview HS, 4.7 Pts,3.1 Reb,0.2 Ast
7,McKay Cannon,24,SR,G,6-0,185,"Shelley, ID",Shelly HS, 3.4 Pts,1.6 Reb,1.6 Ast
8,Luke Worthington,41,SR,F,6-10,235,"Mequon, WI",Homestead, 2.8 Pts,2.3 Reb,0.3 Ast
9,Dalton Nixon,33,JR,F,6-7,215,"Orem, UT",Highland, 3.6 Pts,2.8 Reb,0.8 Ast
10,Rylan Bergersen,1,SO,G,6-6,200,"Boise, ID",Link Year Prep, 2.5 Pts,1.0 Reb,0.5 Ast
11,Kolby Lee,40,FR,F,6-9,240,"Meridian, ID",Rocky Mountain HS, 1.4 Pts,0.9 Reb,0.1 Ast
12,Taylor Maughan,13,JR,G,6-4,200,"Fullerton, CA",, 0.1 Pts,0.1 Reb,0.1 Ast
13,Evan Troy,21,JR,G,6-5,180,"Longview, WA",Mark Morris High School, 0.2 Pts,0.6 Reb,0.1 Ast
14,Jesse Wade,10,SO,G,6-1,175,"Kaysville, UT",Davis High School,,,
