,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Terence Davis,3,JR,G,6-4,190,"Southaven, MS",Southaven HS, 13.8 Pts,6.2 Reb,2.1 Ast
1,Deandre Burnett,1,SR,G,6-2,195,"Miami Gardens, FL",Carol City, 13.5 Pts,2.0 Reb,3.9 Ast
2,Breein Tyree,4,SO,G,6-2,190,"Somerset, NJ",St. Joseph High School, 10.8 Pts,2.2 Reb,2.8 Ast
3,Bruce Stevens,12,JR,F,6-8,252,"Louin, MS",, 10.8 Pts,5.3 Reb,1.2 Ast
4,Markel Crawford,5,SR,G,6-4,197,"Memphis, TN",Melrose HS, 9.2 Pts,4.0 Reb,2.1 Ast
5,Devontae Shuler,0,FR,G,6-2,192,"Irmo, SC",, 6.0 Pts,2.7 Reb,1.0 Ast
6,Marcanvis Hymon,2,SR,F,6-6,207,"Memphis, TN",Whitehaven HS, 4.4 Pts,5.0 Reb,0.8 Ast
7,Dominik Olejniczak,13,SO,C,7-0,249,Poland,, 4.3 Pts,2.6 Reb,0.4 Ast
8,Justas Furmanavicius,50,SR,F,6-6,200,Lithuania,Three Rivers Community College (JC), 3.2 Pts,3.0 Reb,0.4 Ast
9,D.C. Davis,20,,G,5-11,175,,, 1.3 Pts,0.3 Reb,0.3 Ast
10,Lane Below,24,,G,6-1,190,"Advance, MO",Advance High School, 0.0 Pts,0.0 Reb,0.0 Ast
11,Eric Horn,11,,F,6-7,185,,, 0.0 Pts,0.5 Reb,0.0 Ast
12,Antonio Morgano,10,,G,5-10,165,,, 0.0 Pts,0.0 Reb,0.0 Ast
13,Ilya Tyrtyshnik,34,FR,G,6-3,185,,, 0.0 Pts,0.7 Reb,0.0 Ast
14,Karlis Silins,22,,F,6-11,245,Latvia,WEF Skola,,,
