,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Thatch Unruh,25,SR,G,6-5,190,"Branson, MO",Quakerdale Prep HS, 13.0 Pts,3.7 Reb,2.1 Ast
1,Deandre Jones,55,SO,G,5-11,160,"Boise, ID",Link Year Prep, 12.5 Pts,3.9 Reb,4.9 Ast
2,Hayden Koval,15,SO,C,7-0,220,"Prosper, TX",Link Year Prep, 12.5 Pts,6.3 Reb,1.1 Ast
3,Eddy Kayouloud,14,FR,G,6-7,220,"Paris, France",Oak Hill Academy, 9.1 Pts,5.0 Reb,1.5 Ast
4,Matthew Mondesir,20,SO,G,6-5,210,"Los Angeles, CA",Link Year Prep, 6.0 Pts,3.4 Reb,2.3 Ast
5,Khaleem Bennett,4,FR,G,6-4,200,"Hamilton, Canada",Sunrise Christian Prep, 6.2 Pts,3.1 Reb,0.9 Ast
6,Tanner Schmit,22,JR,F,6-8,220,"Buffalo, NY",Nichols School, 5.1 Pts,2.2 Reb,0.5 Ast
7,Jared Chatham,24,SO,F,6-8,185,"Los Angeles, CA",Washington Preparatory High School, 4.0 Pts,2.3 Reb,0.5 Ast
8,SK Shittu,0,FR,F,6-9,215,"Rogers, AR",Providence Academy, 3.1 Pts,2.2 Reb,0.0 Ast
9,Aaron Weidenaar,3,JR,F,6-7,205,"Bozeman, MT",Bozeman High School, 2.0 Pts,0.5 Reb,0.3 Ast
10,Jordan Grant,33,JR,G,6-1,185,"Harrison, AR",Harrison High School, 1.3 Pts,0.5 Reb,0.3 Ast
11,Brandon Vanover,35,SO,C,7-0,250,"Little Rock, AR",Arkansas Baptist High School, 0.9 Pts,0.1 Reb,0.0 Ast
12,Porter Anderson,11,FR,F,6-7,230,"Lamar, AR",Link Year Prep,,,
13,Jaxson Baker,34,FR,G,6-7,200,"Phoenix, AZ",Brophy Prep,,,
14,Darraja Parnell,12,JR,G,6-4,195,"Andover, KS",Andover Central High School,,,
