,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Armon Fletcher,22,JR,G,6-4,180,"Edwardsville, IL",Edwardsville HS, 14.1 Pts,5.1 Reb,1.7 Ast
1,Kavion Pippen,33,JR,C,6-10,240,"Hamburg, AR",, 12.1 Pts,5.9 Reb,0.9 Ast
2,Sean Lloyd,13,JR,G,6-5,207,"Philadelphia, PA",Mt. Zion Prep HS, 12.1 Pts,4.9 Reb,2.1 Ast
3,Aaron Cook,10,SO,G,6-1,175,"St. Louis, MO",Westminster Christian Academy, 9.8 Pts,2.3 Reb,2.7 Ast
4,Tyler Smithpeters,11,SR,G,6-3,175,"Harrisburg, IL",Harrisburg HS, 7.8 Pts,4.3 Reb,2.3 Ast
5,Marcus Bartley,3,,G,6-4,170,"Decatur, IL",MacArthur HS, 6.7 Pts,1.4 Reb,3.5 Ast
6,Jonathan Wiley,0,SR,F,6-6,190,"Houston, TX",St. Pius X, 5.8 Pts,4.5 Reb,1.0 Ast
7,Rudy Stradnieks,24,JR,F,6-9,225,Latvia,Lee Academy (ME), 3.3 Pts,1.7 Reb,0.4 Ast
8,Eric McGill,4,JR,G,6-2,170,"Memphis, TN",, 5.0 Pts,2.7 Reb,1.3 Ast
9,Brendon Gooch,25,FR,F,6-5,210,"Belleville, IL",, 0.9 Pts,1.4 Reb,0.2 Ast
10,Austin Weiher,15,JR,F,6-8,205,"Kent, WA",Creating Young Minds Academy (TX), 0.5 Pts,0.3 Reb,0.1 Ast
11,John Gardner,,,F,6-5,212,,, 0.0 Pts,0.0 Reb,0.0 Ast
12,Thik Bol,40,,F,6-8,202,"Omaha, NE",Benson High School,,,
