,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Makai Mason,10,SR,G,6-1,185,"Greenfield, MA",Hotchkiss School, 14.6 Pts,2.5 Reb,3.3 Ast
1,Jared Butler,12,FR,G,6-3,185,"Reserce, LA",Riverside Academy, 10.1 Pts,3.1 Reb,2.8 Ast
2,Mario Kegler,4,SO,G,6-7,230,"Jackson, MS",Oak Hill Academy, 10.7 Pts,6.0 Reb,1.2 Ast
3,Devonte Bandoo,2,JR,G,6-3,195,"Brampton, Canada",, 8.6 Pts,2.3 Reb,1.4 Ast
4,King McClure,3,SR,G,6-3,215,"Dallas, TX",Triple A Academy (TX), 8.7 Pts,5.2 Reb,2.1 Ast
5,Mark Vital,11,SO,G,6-5,230,"Lake Charles, LA",Prime Prep Academy, 7.0 Pts,7.2 Reb,2.0 Ast
6,Tristan Clark,25,SO,F,6-9,240,"San Antonio, TX",Findlay College Prep, 14.6 Pts,6.3 Reb,1.6 Ast
7,Matthew Mayer,24,FR,G,6-9,200,"Austin, TX",Westlake HS, 4.9 Pts,2.1 Reb,0.8 Ast
8,Freddie Gillespie,33,JR,F,6-8,240,"St. Paul, MN",, 5.2 Pts,4.5 Reb,0.3 Ast
9,Flo Thamba,0,FR,F,6-10,245,"Kinshasa, Democratic Republic of the Congo",Mountain Mission School, 1.9 Pts,2.3 Reb,0.3 Ast
10,Darius Allen,1,JR,G,6-4,205,"Melbourne, FL",, 2.0 Pts,0.9 Reb,0.4 Ast
11,Obim Okeke,15,JR,G,6-1,225,"Las Vegas, NV",Bishop Gorman High School, 1.1 Pts,0.3 Reb,0.0 Ast
12,Jake Lindsey,22,SR,G,6-5,200,"Houston, TX",Olympus HS,,,
13,Davion Mitchell,45,SO,G,6-1,200,"Hinesville, GA",Liberty County High School,,,
14,Jackson Moffatt,13,FR,G,6-6,210,"Magnolia, TX",Magnolia HS,,,
15,MaCio Teague,5,JR,G,6-3,190,"Cincinnati, OH",Walnut HIlls High School,,,
