,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Anthony Adger,3,SR,G,6-1,170,"Anderson, SC",Crescent High School, 15.4 Pts,4.3 Reb,2.7 Ast
1,Xavian Stapleton,4,SR,F,6-7,203,"Flora, MS",Madison Central, 13.3 Pts,4.6 Reb,0.7 Ast
2,Michael Forrest,11,FR,G,6-0,170,"Lauderhill, FL",Blanche Ely HS, 8.3 Pts,2.9 Reb,2.8 Ast
3,Karlis Silins,25,FR,F,6-11,240,"Riga, Latvia",WEF Skola, 6.5 Pts,3.8 Reb,0.6 Ast
4,Jailyn Ingram,15,JR,F,6-7,215,"Madison, GA",Morgan County High School, 18.9 Pts,8.2 Reb,2.0 Ast
5,Simeon Lepichev,21,SR,F,6-9,226,"Sofia, Bulgaria",Lyc�e Louis Armand, 5.1 Pts,5.3 Reb,0.7 Ast
6,Aleksandar Zecevic,12,JR,F,6-10,245,"Novi Sad, Serbia",, 4.9 Pts,3.7 Reb,0.4 Ast
7,Richardson Maitre,23,SO,G,6-3,180,"Montreal, Canada",West Oaks Academy, 4.5 Pts,3.8 Reb,2.7 Ast
8,Jaylen Sebree,0,FR,F,6-7,190,"Hopkinsville, KY",Christian County HS, 9.4 Pts,4.2 Reb,1.9 Ast
9,Madiaw Niang,1,FR,F,6-9,210,"Dakar, Senegal",DME Academy, 2.8 Pts,3.4 Reb,0.3 Ast
10,Kevaughn Ellis,10,FR,G,6-4,180,"Hamilton, Canada",Hamilton Heights Christian Academy, 2.4 Pts,1.6 Reb,0.5 Ast
11,Cedric Jackson,24,JR,G,6-3,180,"Orlando, FL",Jones HS, 1.4 Pts,0.6 Reb,0.5 Ast
12,Gabe Merete,5,FR,G,6-7,185,"Jacksonville, FL",Bishop Kenny HS, 1.5 Pts,0.5 Reb,0.0 Ast
13,Will Rutherford,13,SO,G,6-4,200,,, 0.0 Pts,0.0 Reb,0.0 Ast
14,Everett Winchester,2,SO,G,6-6,205,"Baltimore, MD",The Gilman School,,,
