,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,TJ Shorts II,0,SR,G,5-9,160,"Tustin, CA",Tustin High School, 15.2 Pts,4.7 Reb,4.3 Ast
1,Siler Schneider,5,SR,G,6-3,183,"Lansing, KS",Lansing HS, 10.3 Pts,2.8 Reb,1.8 Ast
2,Joe Mooney,22,JR,G,6-3,187,"Wauconda, IL",Notre Dame College Prep HS, 9.9 Pts,2.5 Reb,1.2 Ast
3,Matt Neufeld,13,JR,C,6-11,225,"Victoria, Canada",Sunrise Christian (KS), 7.8 Pts,3.0 Reb,0.3 Ast
4,Stefan Gonzalez,2,JR,G,6-2,195,"Pocatello, ID",Highland HS, 6.9 Pts,3.4 Reb,0.9 Ast
5,Garrison Goode,44,SR,F,6-7,225,"River Hills, WI",Dominican HS, 5.3 Pts,3.3 Reb,1.0 Ast
6,A.J. John,25,SR,F,6-8,225,"Santa Rosa, CA",Maria Carrillo HS, 4.7 Pts,3.5 Reb,0.9 Ast
7,Rogers Printup,23,JR,G,6-4,205,"Orange, CA",Orange Lutheran HS, 3.5 Pts,2.6 Reb,0.8 Ast
8,Damion Squire,1,FR,G,6-0,175,"Montreal, Canada",Wasatch Academy, 2.9 Pts,1.2 Reb,1.3 Ast
9,Caleb Fuller,11,FR,G,6-5,210,"Ipswich, United Kingdom",Barking Abbey School, 3.0 Pts,2.0 Reb,0.6 Ast
10,Colin Russell,21,SR,F,6-10,221,"Folsom, CA",Folsom HS, 0.9 Pts,0.8 Reb,0.1 Ast
11,Jonah Underwood,42,JR,F,6-8,220,"San Jose, CA",, 1.7 Pts,1.5 Reb,0.2 Ast
12,Gio Nelson,3,FR,G,6-4,186,"Corona, CA",Centennial HS, 1.1 Pts,0.6 Reb,0.1 Ast
13,Cameron Ba,30,,G,6-3,175,"Alameda, CA",St. Joseph Notre Dame HS,,,
14,B.J. Shaw,20,FR,G,6-6,180,"Oakland, CA",Brewster Academy,,,
