,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Lamar Stevens,11,JR,F,6-8,230,"North Wales, PA",Roman Catholic, 19.9 Pts,7.7 Reb,2.1 Ast
1,Rasir Bolton,13,FR,G,6-2,180,"Petersburg, VA",Massanutten Academy, 11.6 Pts,2.0 Reb,1.5 Ast
2,Josh Reaves,23,SR,G,6-5,214,"Fairfax, VA",Oak Hill Academy, 10.6 Pts,5.0 Reb,2.9 Ast
3,Myles Dread,2,FR,G,6-4,215,"Detroit, MI",, 8.3 Pts,2.8 Reb,1.3 Ast
4,Mike Watkins,24,JR,F,6-9,254,"Philadelphia, PA",The Phelps School, 7.8 Pts,7.4 Reb,0.5 Ast
5,Myreon Jones,0,FR,G,6-3,170,"Birmingham, AL",Lincoln Academy, 4.0 Pts,1.0 Reb,0.5 Ast
6,Jamari Wheeler,5,SO,G,6-1,170,"Live Oak, FL",The Rock High School, 3.6 Pts,3.3 Reb,2.8 Ast
7,John Harrar,21,SO,F,6-9,243,"Wallingford, PA",Strath Haven High School, 3.4 Pts,3.6 Reb,0.5 Ast
8,Trent Buttrick,35,SO,F,6-8,234,"Bloomsburg, PA",Community High School, 1.8 Pts,1.2 Reb,0.2 Ast
9,Kyle McCloskey,10,FR,G,6-5,210,"Lower Gwynedd, PA",Germantown Academy, 1.3 Pts,1.0 Reb,0.3 Ast
10,Deivis Zemgulis,1,SR,F,6-6,220,"Kaunas, Lithuania",St. Mary Ryken HS, 1.0 Pts,0.6 Reb,0.3 Ast
11,Grant Hazle,22,JR,F,6-6,194,"Kingwood, TX",Westbury Christian, 0.0 Pts,1.0 Reb,0.0 Ast
12,Daniil Kasatkin,4,FR,G,6-7,215,"Vichuga, Russia",Mountain Mission HS, 0.0 Pts,0.3 Reb,0.3 Ast
13,Taylor Nussbaum,20,SO,G,6-2,175,"South Salem, NY",Cheshire Academy, 0.0 Pts,0.0 Reb,0.0 Ast
14,Izaiah Brockington,12,SO,G,6-4,195,"Philadelphia, PA",Archbishop Ryan High School,,,
15,Satchel Pierce,3,SR,F,7-0,255,"Barberton, OH",Kiski (PA),,,
