,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Chris Clemons,3,SR,G,5-9,180,"Raleigh, NC",Milbrook HS, 30.0 Pts,5.1 Reb,2.9 Ast
1,Andrew Eudy,25,SR,C,6-7,210,"Lebanon, PA",Fork Union Military Academy, 11.9 Pts,6.8 Reb,3.6 Ast
2,Cory Gensler,22,JR,G,6-4,190,"Cary, NC",Cary High School, 8.7 Pts,4.1 Reb,1.6 Ast
3,Isaac Chatman,24,FR,F,6-6,185,"Jasper, AL",, 7.1 Pts,4.2 Reb,0.9 Ast
4,Ja'cor Nelson,2,SO,G,6-3,185,"Hopkins, SC",Lower Richland High School, 6.9 Pts,3.5 Reb,2.3 Ast
5,Jordan Whitfield,11,SO,G,6-1,175,"Raleigh, NC",Millbrook High School, 4.8 Pts,2.0 Reb,2.1 Ast
6,Trey Spencer,0,JR,G,6-4,180,"Grenada, MS",, 4.3 Pts,1.8 Reb,1.0 Ast
7,Brooks Cluxton,21,SO,F,6-8,190,"Oviedo, FL",The Master's Academy, 2.3 Pts,2.1 Reb,0.6 Ast
8,Noah Saunders,4,JR,F,6-6,195,"Pittsburgh, PA",, 1.8 Pts,1.4 Reb,0.1 Ast
9,Jon Ander Cuadra,12,SR,F,6-8,210,"Vitoria-Gasteiz, Spain",Canarieas Basketball Academy, 3.0 Pts,2.2 Reb,0.2 Ast
10,Milos Stajcic,10,FR,F,6-10,230,"Belgrade, Serbia",Freedom Christian Academy, 1.2 Pts,0.5 Reb,0.2 Ast
11,Rickey Clemons,1,FR,G,6-2,180,"Rolesville, NC",, 2.0 Pts,1.0 Reb,1.0 Ast
12,Billy Phenicie,13,SO,G,6-3,185,"The Woodlands, TX",, 1.5 Pts,0.0 Reb,0.0 Ast
13,Dan Gross,20,FR,G,6-2,160,"High Point, NC",Calvary Day School, 0.5 Pts,0.5 Reb,0.3 Ast
14,Austin Burnette,5,JR,F,6-7,220,"Raleigh, NC",Hargrave Military Academy, 0.0 Pts,2.0 Reb,0.5 Ast
15,Ladarius Knight,15,FR,F,6-5,190,"Ashford, AL",,,,
