,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Leron Black,12,JR,F,6-7,220,"Memphis, TN",White Station HS, 15.3 Pts,5.2 Reb,0.8 Ast
1,Trent Frazier,1,FR,G,6-1,170,"Wellington, FL",, 12.5 Pts,1.8 Reb,3.1 Ast
2,Kipper Nichols,2,SO,F,6-6,225,"Cleveland, OH",St. Edward HS, 10.0 Pts,4.2 Reb,0.7 Ast
3,Michael Finke,43,JR,F,6-10,220,"Champaign, IL",Centennial HS, 9.8 Pts,4.6 Reb,1.1 Ast
4,Aaron Jordan,23,JR,G,6-5,190,"Plainfield, IL",Plainfield East HS, 7.9 Pts,3.1 Reb,0.7 Ast
5,Mark Alstork,24,SR,G,6-4,195,"Dayton, OH",Thurgood Marshall, 5.8 Pts,3.4 Reb,1.8 Ast
6,Mark Smith,13,FR,G,6-4,225,"Edwardsville, IL",, 5.8 Pts,1.4 Reb,1.4 Ast
7,Te'Jon Lucas,3,,G,6-1,170,"Milwaukee, WI",Washington High School, 5.7 Pts,2.2 Reb,3.2 Ast
8,De'Monte Williams,20,,G,6-3,190,,, 3.5 Pts,2.9 Reb,1.1 Ast
9,Greg Eboigbodin,11,FR,F,6-9,225,Nigeria,, 2.2 Pts,2.4 Reb,0.3 Ast
10,Matic Vesel,4,FR,F,6-10,215,Slovenia,, 0.4 Pts,0.5 Reb,0.3 Ast
11,Drew Cayce,10,SO,G,6-2,165,"Libertyville, IL",, 0.4 Pts,0.4 Reb,0.0 Ast
12,Cameron Liss,45,JR,F,6-6,200,"Northbrook, IL",Glenbrook North HS, 0.3 Pts,0.0 Reb,0.0 Ast
13,Samson Oladimeji,35,SO,G,6-4,195,"Rolling Meadows, IL",William Fremd High School, 0.0 Pts,0.6 Reb,0.0 Ast
14,Clayton Jones,41,,G,6-0,190,"Champaign, IL",Champaign Central High School,,,
15,Tyler Underwood,32,,G,6-2,180,"Stillwater, OK",Nacogdoches High School,,,
