,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Cameron Johnson,13,SR,G,6-9,210,"Moon Township, PA",Our Lady of the Sacred Heart HS, 16.9 Pts,5.8 Reb,2.3 Ast
1,Coby White,2,FR,G,6-5,185,"Goldsboro, NC",Greenfield School, 16.3 Pts,3.4 Reb,4.2 Ast
2,Luke Maye,32,SR,F,6-8,240,"Huntersville, NC",Hough HS, 14.7 Pts,10.5 Reb,2.4 Ast
3,Nassir Little,5,FR,F,6-6,220,"Orange Park, FL",Orlando Christian Prep, 9.4 Pts,4.6 Reb,0.7 Ast
4,Kenny Williams,24,SR,G,6-4,185,"Midlothian, VA",Bird HS, 8.7 Pts,3.7 Reb,3.6 Ast
5,Garrison Brooks,15,SO,F,6-9,230,"Lafayette, AL",Auburn HS, 8.0 Pts,5.6 Reb,1.2 Ast
6,Brandon Robinson,4,JR,G,6-4,170,"Douglasville, GA",Douglas County High School, 3.4 Pts,1.5 Reb,1.4 Ast
7,Seventh Woods,0,JR,G,6-2,185,"Columbia, SC",Hammond School, 2.6 Pts,1.0 Reb,2.2 Ast
8,Rechon Black,1,FR,G,6-7,185,"Concord, NC",Cox Mill HS, 2.9 Pts,2.1 Reb,1.3 Ast
9,Sterling Manley,21,SO,F,6-11,235,"Pickerington, OH",Pickerington Central, 3.7 Pts,3.5 Reb,0.3 Ast
10,Andrew Platek,3,SO,G,6-3,200,"Guilderland, NY",Northfield Mount Hermon School, 1.1 Pts,0.3 Reb,0.2 Ast
11,Brandon Huffman,42,SO,F,6-10,250,"Goldsboro, NC",Word of God Christian Academy, 1.2 Pts,0.9 Reb,0.1 Ast
12,K.J. Smith,30,SO,G,6-2,175,"Calabasas, CA",IMG Academy, 1.1 Pts,0.1 Reb,0.4 Ast
13,Walker Miller,22,SO,F,6-10,230,"Greensboro, NC",New Hampton School, 0.9 Pts,0.4 Reb,0.1 Ast
14,Caleb Ellis,25,JR,G,6-4,185,"Apex, NC",Cary Christian School, 0.6 Pts,0.1 Reb,0.1 Ast
15,Shea Rush,11,JR,F,6-5,210,"Fairway, KS",The Barstow School, 0.1 Pts,0.3 Reb,0.1 Ast
16,Ryan McAdoo,35,SO,F,6-5,201,"Boca Raton, FL",Saint Andrew's School,,,
