,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Desi Rodriguez,20,SR,F,6-6,215,"Bronx, NY",Abraham Lincoln HS, 17.8 Pts,4.9 Reb,2.1 Ast
1,Myles Powell,13,SO,G,6-2,205,"Trenton, NJ",South Kent School, 15.4 Pts,2.5 Reb,2.9 Ast
2,Khadeen Carrington,0,SR,G,6-3,180,"Brooklyn, NY",Bishop Loughlin HS, 14.9 Pts,3.2 Reb,4.5 Ast
3,Angel Delgado,31,SR,C,6-9,230,Dominican Republic,Patrick School (NJ), 13.3 Pts,11.6 Reb,2.7 Ast
4,Ismael Sanogo,14,SR,F,6-7,190,"Newark, NJ",East Side HS, 5.5 Pts,5.1 Reb,1.0 Ast
5,Myles Cale,22,FR,G,6-5,200,"Middletown, DE",, 4.4 Pts,1.6 Reb,0.6 Ast
6,Michael Nzei,1,JR,F,6-7,190,Nigeria,Our Savior New American HS, 4.0 Pts,4.1 Reb,0.5 Ast
7,Sandro Mamukelashvili,23,FR,F,6-10,230,Georgia,, 2.7 Pts,1.9 Reb,0.5 Ast
8,Eron Gordon,4,SO,G,6-3,190,"Indianapolis, IN",North Central High School, 1.6 Pts,0.9 Reb,0.8 Ast
9,Jordan Walker,2,FR,G,5-11,155,"Port Washington, NY",, 1.8 Pts,0.5 Reb,0.9 Ast
10,Philip Flory,25,FR,G,6-5,190,"Oshkosh, WI",, 0.6 Pts,0.3 Reb,0.1 Ast
11,Shavar Reynolds,21,FR,G,6-2,195,United Kingdom,, 0.4 Pts,0.3 Reb,0.1 Ast
12,Romaro Gill,35,,C,7-2,245,,,,,
13,Quincy McKnight,30,,G,6-4,180,"Bridgeport, CT",St. Joseph's HS,,,
14,Taurean Thompson,33,,F,6-10,225,"New York, NY",Brewster Academy,,,
