,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,B.J. Stith,3,SR,G,6-5,205,"Lawrenceville, VA",Oak Hill Academy, 16.9 Pts,7.4 Reb,1.1 Ast
1,Ahmad Caver,4,SR,G,6-2,175,"Atlanta, GA",St. John's Northwest Military Academy, 16.5 Pts,4.3 Reb,5.6 Ast
2,Xavier Green,10,SO,G,6-6,200,"Williamsburg, VA",Williamsburg Christian Academy, 9.7 Pts,3.7 Reb,1.9 Ast
3,Justice Kithcart,2,SO,G,6-1,185,"Durham, NC",Virginia Episcopal School, 5.6 Pts,1.5 Reb,1.2 Ast
4,Kalu Ezikpe,22,FR,F,6-7,245,"Lawrenceville, GA",Discovery HS, 4.0 Pts,2.9 Reb,0.2 Ast
5,Jason Wade,1,FR,G,6-5,205,"Richmond, VA",Trinity Episcopal HS, 3.9 Pts,3.6 Reb,1.6 Ast
6,Dajour Dickens,23,SO,F,7-0,215,"Hampton, VA",Bethel High School, 3.3 Pts,3.6 Reb,0.3 Ast
7,Marquis Godwin,0,SO,G,6-5,195,"Hampton, VA",Hampton High School, 7.2 Pts,2.5 Reb,0.2 Ast
8,Aaron Carver,13,JR,F,6-7,225,"Elizabeth City, NC",South Kent School, 2.4 Pts,6.0 Reb,0.9 Ast
9,Elbert Robinson,25,SR,C,7-1,285,"Garland, TX",Lakeview Centennial HS, 2.3 Pts,2.1 Reb,0.2 Ast
10,Joseph Reece,15,FR,F,6-8,195,"St. Louis, MO",East St. Louis HS, 0.3 Pts,0.7 Reb,0.0 Ast
11,Loren Brill,20,SO,G,6-0,185,"Gaithersburg, MD",Georgetown Preparatory School, 0.1 Pts,0.1 Reb,0.0 Ast
12,Quishon Harris,12,FR,G,5-10,140,"Hampton, VA",Hampton HS, 0.0 Pts,0.0 Reb,0.0 Ast
13,Alfis Pilavios,21,SO,F,6-6,200,"Athens, Greece",Moraitis School,,,
