,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Cameron Young,1,SR,G,6-6,205,"Los Angeles, CA",Westchester High School, 23.3 Pts,5.0 Reb,1.9 Ast
1,Rich Kelly,22,SO,G,6-1,175,"Shelton, CT",Fairfield College Preparatory School, 13.3 Pts,2.6 Reb,4.5 Ast
2,Jacob Rigoni,25,SO,F,6-6,190,"Adelaide, Australia",Mercedes College, 10.4 Pts,3.8 Reb,1.3 Ast
3,Tyrese Williams,5,FR,G,6-3,185,"Beacon, NY",Cardinal Hayes HS, 9.1 Pts,4.3 Reb,2.5 Ast
4,Abdulai Bundu,34,SR,F,6-7,215,"Upper Marlboro, MD",Largo HS, 5.3 Pts,5.6 Reb,0.4 Ast
5,Travis Atson,15,JR,G,6-5,205,"Brooklyn, NY",Notre Dame Preparatory, 5.3 Pts,3.4 Reb,0.9 Ast
6,Kevin Marfo,45,JR,F,6-8,245,"Bergenfield, NJ",Worcester Academy, 5.4 Pts,7.3 Reb,0.9 Ast
7,Aaron Robinson,0,SR,G,6-6,215,"Takoma Park, MD",Putnam Science Academy, 3.2 Pts,2.0 Reb,1.0 Ast
8,Tyree Pickron,10,FR,G,6-3,180,"Philadelphia, PA",Archbishop Wood Catholic HS, 2.1 Pts,1.0 Reb,0.4 Ast
9,Kyle Atkins,23,FR,G,6-0,160,"White Plains, NY",Archbishop Stepinac HS, 0.0 Pts,0.0 Reb,0.0 Ast
10,Jack Higgins,32,FR,G,6-1,170,"Rumson, NJ",Rumson-Fair Haven HS, 0.0 Pts,0.0 Reb,0.0 Ast
11,Matt Balanc,2,FR,G,6-3,175,"Silver Spring, MD",Springbrook HS,,,
12,Nathan Davis,21,SO,F,6-7,200,"Denver, CO",New Hampton HS,,,
13,Savion Lewis,3,FR,G,6-1,160,"Dix Hills, NY",Half Hollow Hills East HS,,,
14,Andrew Robinson,14,SR,G,6-6,215,"Takoma Park, MD",Putnam Science Academy,,,
