,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Miles Bridges,22,SO,G,6-7,230,"Flint, MI",Huntington Prep, 16.9 Pts,6.9 Reb,2.8 Ast
1,Nick Ward,44,SO,F,6-8,250,"Gahanna, OH",Lincoln High School, 12.6 Pts,7.2 Reb,0.5 Ast
2,Cassius Winston,5,SO,G,6-0,185,"Detroit, MI",University of Detroit Jesuit High School and Academy, 12.6 Pts,3.5 Reb,6.8 Ast
3,Joshua Langford,1,SO,G,6-5,210,"Huntsville, AL",Madison Academy, 11.7 Pts,2.8 Reb,1.6 Ast
4,Jaren Jackson Jr.,2,FR,F,6-11,242,"Carmel, IN",, 11.3 Pts,5.8 Reb,1.2 Ast
5,Matt McQuaid,20,JR,G,6-5,185,"Duncanville, TX",Duncanville HS, 6.2 Pts,1.9 Reb,1.3 Ast
6,Gavin Schilling,34,SR,F,6-9,240,"Chicago, IL",Findlay Prep (NV), 3.0 Pts,3.5 Reb,0.4 Ast
7,Xavier Tillman,23,FR,F,6-8,260,"Grand Rapids, MI",, 2.7 Pts,2.3 Reb,0.3 Ast
8,Kenny Goins,25,JR,F,6-6,215,"Troy, MI",Warren Mott HS, 2.2 Pts,3.0 Reb,1.2 Ast
9,Lourawls Nairn,11,SR,G,5-10,170,Bahamas,Sunrise Christian Academy (KS), 1.8 Pts,0.9 Reb,3.0 Ast
10,Ben Carter,13,SR,F,6-8,225,"Las Vegas, NV",Bishop Gorman, 0.6 Pts,1.1 Reb,0.9 Ast
11,Conner George,41,SO,G,6-3,185,"Okemos, MI",Okemos High School, 0.4 Pts,1.1 Reb,0.0 Ast
12,Kyle Ahrens,0,,G,6-6,210,"Versailles, OH",Versailles HS,,,
13,Braden Burke,40,,F,6-11,235,"Stevensville, MI",Lakeshore High School,,,
14,Jack Hoiberg,10,,G,5-10,175,,,,,
15,Brock Washington,14,,G,6-3,185,,,,,
