,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Kobe Webster,10,FR,G,6-0,160,"Indianapolis, IN",, 15.9 Pts,4.1 Reb,3.5 Ast
1,Dalan Ancrum,15,SR,G,6-5,175,"Round Rock, TX",Westwood HS, 13.6 Pts,5.3 Reb,1.8 Ast
2,Brandon Gilbeck,52,JR,C,6-11,245,"Spring Green, WI",River Valley HS, 10.8 Pts,7.1 Reb,0.7 Ast
3,C.J. Duff,40,SO,G,6-1,185,"Waukegan, IL",Waukegan High School, 8.1 Pts,2.0 Reb,1.0 Ast
4,Isaac Johnson,35,FR,G,6-5,190,"Minneapolis, MN",, 8.3 Pts,4.6 Reb,0.9 Ast
5,De'Angelo Bruster,11,,G,5-11,170,"Overland Park, KS",Quality education Academy, 4.5 Pts,1.5 Reb,1.4 Ast
6,Jeremiah Usiosefe,32,SO,G,6-5,215,Canada,The HIll Academy, 6.2 Pts,4.2 Reb,1.6 Ast
7,Jalen Morgan,22,JR,F,6-8,185,"Indianapolis, IN",Pike HS, 3.2 Pts,2.2 Reb,0.4 Ast
8,Lynrick Moxey,14,SR,G,6-2,190,Bahamas,Tampa Bay Technical High School, 3.3 Pts,1.9 Reb,0.6 Ast
9,Charles Gavin,50,,F,6-7,235,,, 2.2 Pts,1.8 Reb,0.1 Ast
10,Jordan Hughes,44,,C,6-10,235,"Schaumburg, IL",James B. Conant HS, 1.1 Pts,1.4 Reb,0.0 Ast
11,Ryan Maas,25,JR,G,6-1,170,"Pekin, IL",Pekin, 1.8 Pts,0.7 Reb,0.2 Ast
12,Otis Dortch,12,JR,G,5-10,160,"North Riverside, IL",, 0.8 Pts,0.2 Reb,0.4 Ast
13,Chris Snyder,34,,C,6-10,235,"Cameron Park, CA",Ponderosa High School, 0.4 Pts,1.4 Reb,0.2 Ast
14,James Claar,24,,F,6-8,205,"Bolingbrook, IL",Plainfield East HS,,,
