,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Chris Knight,23,SO,F,6-7,225,"Madison, WI",Madison East High School, 15.4 Pts,6.8 Reb,2.3 Ast
1,Brendan Barry,15,JR,G,6-2,180,"Fair Haven, NJ",Rumson-Fair Haven Regional High School, 13.2 Pts,3.2 Reb,3.2 Ast
2,James Foye,10,JR,G,6-4,195,"Hamilton, MA",Phillips Exeter Academy, 10.8 Pts,3.2 Reb,2.3 Ast
3,Ian Sistare,5,JR,G,6-3,200,"Dublin, NH",Northfield Mount Hermon School, 10.3 Pts,4.4 Reb,2.0 Ast
4,Adrease Jackson,33,SO,F,6-8,225,"Santa Margarita, CA",Santa Margarita Catholic High School, 8.3 Pts,5.0 Reb,0.6 Ast
5,Aaryn Rai,21,SO,G,6-6,205,"Markham, Canada",Orangeville Prep, 5.8 Pts,4.6 Reb,0.8 Ast
6,Taurus Samuels,1,FR,G,6-0,175,"Oceanside, CA",Vista HS, 4.3 Pts,1.4 Reb,1.0 Ast
7,Wes Slajchert,11,FR,G,6-5,185,"Oak Park, CA",Oak Park HS, 2.4 Pts,0.9 Reb,0.9 Ast
8,Guilien Smith,14,SR,G,6-2,205,"Boston, MA",Catholic Memorial School, 4.1 Pts,2.0 Reb,1.0 Ast
9,Ian Carter,3,JR,F,6-7,220,"Los Angeles, CA",Junipero Forest High School, 3.5 Pts,1.8 Reb,0.3 Ast
10,Will Emery,0,JR,F,6-9,220,"San Francisco, CA",St. Ignatius College Prep, 1.9 Pts,2.8 Reb,0.7 Ast
11,Garrison Wade,22,FR,F,6-6,200,"Madison, MS",St. Andrew's Episcopal School, 1.5 Pts,0.5 Reb,0.1 Ast
12,Isaac Letoa,2,SO,G,6-1,180,"Auckland, New Zealand",Westlake Boys High School, 1.3 Pts,0.8 Reb,0.5 Ast
13,Ben Swett,20,SO,G,6-1,175,"Exeter, NH",Phillips Exeter Academy, 0.6 Pts,0.6 Reb,0.1 Ast
14,Trevon Ary-Turner,4,SO,G,6-3,185,"Issaquah, WA",Elite Sports Academy,,,
