,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Deng Adel,22,JR,F,6-7,190,Australia,Victoria Rock Prep HS, 15.4 Pts,5.4 Reb,2.9 Ast
1,Raymond Spalding,13,JR,F,6-10,210,"Louisville, KY",Trinity HS, 12.3 Pts,8.6 Reb,1.2 Ast
2,Quentin Snider,4,SR,G,6-2,180,"Louisville, KY",Ballard HS, 12.2 Pts,2.8 Reb,4.0 Ast
3,V.J. King,0,SO,F,6-6,190,"Cleveland, OH",Paul VI Catholic High School, 8.7 Pts,3.2 Reb,0.8 Ast
4,Anas Mahmoud,14,SR,F,7-0,200,Egypt,West Oaks Academy, 7.2 Pts,5.3 Reb,1.1 Ast
5,Ryan McMahon,30,,G,6-0,165,"Sarasota, FL",Cardinal Mooney HS, 5.7 Pts,1.1 Reb,1.4 Ast
6,Dwayne Sutton,24,SO,F,6-5,195,"Louisville, KY",DuPont Manual HS, 4.3 Pts,3.9 Reb,0.6 Ast
7,Jordan Nwora,33,FR,F,6-8,215,"Buffalo, NY",, 5.4 Pts,2.2 Reb,0.4 Ast
8,Malik Williams,5,FR,F,6-11,215,"Fort Wayne, IN",, 4.0 Pts,2.4 Reb,0.2 Ast
9,Darius Perry,2,FR,G,6-2,170,"Powder Springs, GA",, 3.6 Pts,1.2 Reb,1.5 Ast
10,Lance Thomas,1,FR,F,6-8,210,"Norcross, GA",, 2.4 Pts,1.4 Reb,0.0 Ast
11,Jacob Redding,12,FR,G,6-1,165,"Fort Wayne, IN",, 2.2 Pts,0.0 Reb,0.0 Ast
12,Jo Griffin,3,FR,G,6-1,175,"Lagrange, KY",, 0.0 Pts,0.0 Reb,0.3 Ast
13,Brian Bowen II,20,,G,6-7,190,,,,,
14,Steven Enoch,23,,C,6-10,250,"Norwalk, CT",St. Thomas More HS,,,
