,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Justice Sueing,10,FR,F,6-7,209,"Honolulu, HI",, 13.8 Pts,5.3 Reb,1.4 Ast
1,Don Coleman,14,JR,G,6-3,192,"Augusta, GA",Butler High School, 14.2 Pts,2.9 Reb,1.9 Ast
2,Marcus Lee,24,SR,F,6-9,220,"Antioch, CA",Deer Valley HS, 11.4 Pts,7.2 Reb,1.3 Ast
3,Darius McNeill,1,FR,G,6-3,175,"Houston, TX",, 11.3 Pts,2.9 Reb,2.2 Ast
4,Juhwan Harris-Dyson,2,FR,G,6-5,198,"Northridge, CA",, 6.2 Pts,3.4 Reb,1.0 Ast
5,Kingsley Okoroh,22,SR,C,7-1,254,United Kingdom,Westwind Prep, 5.7 Pts,5.4 Reb,0.8 Ast
6,Nick Hamilton,21,SR,G,6-4,185,"Inglewood, CA",Westchester HS, 1.9 Pts,1.9 Reb,0.7 Ast
7,Roman Davis,15,SO,F,6-7,190,"Carson, CA",Windward HS, 1.9 Pts,2.1 Reb,0.4 Ast
8,Deschon Winston,25,FR,G,6-2,175,"Woodland Hills, CA",, 1.6 Pts,0.6 Reb,0.3 Ast
9,Grant Anticevich,34,FR,F,6-8,217,Australia,, 1.5 Pts,1.6 Reb,0.1 Ast
10,Cole Welle,42,,F,6-7,204,"Aptos, CA",Aptos HS, 0.7 Pts,1.0 Reb,0.0 Ast
11,Derek King,20,FR,G,6-3,200,China,, 1.7 Pts,0.7 Reb,0.0 Ast
12,Austin McCullough,12,FR,G,6-4,197,"Birmingham, AL",, 0.1 Pts,0.2 Reb,0.1 Ast
13,Jacob Orender,0,JR,G,6-0,178,"Jacksonville Beach, FL",Duncan U. Fletcher High School, 0.7 Pts,0.3 Reb,0.0 Ast
14,Jules Erving,13,FR,F,6-6,201,"Atlanta, GA",, 0.0 Pts,1.0 Reb,0.0 Ast
15,Paris Austin,3,,G,6-0,185,"Oakland, CA",Bishop O'Dowd HS,,,
