,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Will Tavares,0,SR,G,6-6,205,"Providence, RI",Bishop Hendricken High School, 13.6 Pts,5.3 Reb,1.2 Ast
1,Prokop Slanina,24,JR,F,6-10,225,Czech Republic,Gymnazium Matyase Lercha, 12.6 Pts,5.1 Reb,1.4 Ast
2,Joseph Chartouny,12,JR,G,6-3,180,Canada,College Jean-De-Brebeuf, 12.2 Pts,5.6 Reb,4.6 Ast
3,Ivan Raut,20,FR,F,6-7,204,Montenegro,, 8.4 Pts,3.6 Reb,1.5 Ast
4,Perris Hicks,23,SR,G,6-1,180,"Los Angeles, CA",, 7.1 Pts,1.2 Reb,1.0 Ast
5,David Pekarek,33,JR,F,6-7,210,Czech Republic,Get Better Academy, 5.2 Pts,3.1 Reb,0.5 Ast
6,Cavit Havsa,15,SO,G,6-4,160,Turkey,Esenyurt Okyanus High School, 4.0 Pts,1.9 Reb,3.1 Ast
7,Tre Evans,5,SO,G,6-2,185,"Edmond, OK",, 6.5 Pts,2.4 Reb,2.1 Ast
8,Jesse Bunting,21,JR,F,6-8,210,"Plymouth, MA",Tabor Academy, 3.2 Pts,2.2 Reb,0.2 Ast
9,Chris Downing,14,,F,6-8,235,"Orangeburg, NY",Don Bosco Prep HS, 0.5 Pts,0.5 Reb,0.1 Ast
10,Thomas Sanchez,2,SR,G,5-9,150,"Maspeth, NY",Xavier HS, 0.3 Pts,0.0 Reb,0.0 Ast
11,Chuba Ohams,1,SO,F,6-8,205,"Bronx, NY",Coastal Academy, 1.3 Pts,1.7 Reb,0.0 Ast
12,Brenton Petty,4,,G,5-8,145,"Washington, DC",Woodrow Wilson, 0.1 Pts,0.5 Reb,0.0 Ast
13,Peter Burquest,,,G,,,,, 0.0 Pts,0.0 Reb,0.0 Ast
14,Erten Gazi,10,,G,6-3,205,Cyprus,Bostanci Doga Koleji,,,
15,Antwon Portley,13,,G,6-4,195,"Lancaster, TX",Lancaster High School,,,
16,Nemanja Zarkovic,3,,G,6-3,195,Canada,College Jean-De-Brebeuf,,,
