,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Daniel Gafford,10,SO,F,6-11,233,"El Dorado, AR",El Dorado High School, 16.9 Pts,8.6 Reb,0.7 Ast
1,Isaiah Joe,1,FR,G,6-5,167,"Fort Smith, AR",Fort Smith Northside HS, 14.0 Pts,2.7 Reb,1.8 Ast
2,Mason Jones,13,SO,G,6-5,207,"DeSoto, TX",, 13.6 Pts,3.9 Reb,2.8 Ast
3,Jalen Harris,5,JR,G,6-2,166,"Wilson, NC",Word of God Christian Academy, 7.7 Pts,2.8 Reb,5.3 Ast
4,Adrio Bailey,2,JR,F,6-6,222,"Campti, LA",Lakeview High School, 5.5 Pts,2.9 Reb,0.7 Ast
5,Reggie Chaney,35,FR,F,6-8,222,"Tulsa, OK",Findlay Prep, 5.2 Pts,3.3 Reb,0.7 Ast
6,Desi Sills,0,FR,G,6-2,196,"Jonesboro, AR",Jonesboro HS, 4.8 Pts,1.3 Reb,1.6 Ast
7,Keyshawn Embery,11,FR,G,6-3,202,"Midwest City, OK",IMG (Fla.) Academy, 4.3 Pts,1.2 Reb,0.6 Ast
8,Gabe Osabuohien,22,SO,F,6-8,221,"Toronto, Canada",Southwest Christian Academy, 2.8 Pts,2.9 Reb,1.3 Ast
9,Jordan Phillips,25,FR,G,6-7,209,"Fort Worth, TX",Cedar Hill HS, 1.4 Pts,0.7 Reb,0.0 Ast
10,Jonathan Holmes,15,JR,G,5-10,190,"Columbia, IL",Antonian College Preparatory High School, 1.2 Pts,0.0 Reb,0.0 Ast
11,Ethan Henderson,24,FR,F,6-8,210,"Little Rock, AR",Parkview HS, 0.5 Pts,0.6 Reb,0.2 Ast
12,Ty Stevens,12,SO,G,6-2,180,"Republic, MO",Republic HS, 1.5 Pts,0.0 Reb,0.0 Ast
13,Ibrahim Ali,23,FR,F,6-10,244,"Maumelle, AR",Maumelle HS,,,
14,Khalil Garland,3,FR,G,6-5,198,"Little Rock, AR",Parkview HS,,,
15,Emeka Obukwelu,4,JR,F,6-8,235,"Plano, TX",,,,
