,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jhivvan Jackson,2,SO,G,6-0,170,"Bayamon, Puerto Rico",Trinity High School, 22.8 Pts,4.1 Reb,2.4 Ast
1,Keaton Wallace,22,SO,G,6-3,185,"Dallas, TX",Richardson High School, 20.2 Pts,5.0 Reb,2.4 Ast
2,Nick Allen,25,SR,F,6-8,235,"Surprise, AZ",Willow Canyon HS, 9.0 Pts,5.1 Reb,1.3 Ast
3,Giovanni De Nicolao,5,JR,G,6-3,175,"Padua, Italy",I.I.S.I. Newton School, 7.7 Pts,4.5 Reb,3.7 Ast
4,Byron Frohnen,3,JR,F,6-6,230,"Las Vegas, NV",Bishop Gorman High School, 6.5 Pts,6.8 Reb,1.8 Ast
5,Atem Bior,23,JR,F,6-7,220,"Brisbane, Australia",, 5.6 Pts,5.0 Reb,0.5 Ast
6,Adokiye Iyaye,11,FR,G,6-3,180,"Oklahoma City, OK",Putnam City North HS, 4.9 Pts,1.4 Reb,0.8 Ast
7,Adrian Rodriguez,15,FR,F,6-7,240,"Tulsa, OK",Union High School, 2.0 Pts,2.2 Reb,0.3 Ast
8,Mitar Stanojevic,10,JR,F,6-7,215,"Belgrade, Serbia",Creating Young Minds Academy, 1.4 Pts,1.4 Reb,0.3 Ast
9,Tamir Bynum,4,FR,G,6-0,180,"Houston, TX",Lamar HS, 1.9 Pts,0.3 Reb,0.2 Ast
10,Toby Van Ry,41,SR,F,6-10,205,"Fort Collins, CO",Fort Collins HS, 0.9 Pts,1.1 Reb,0.3 Ast
11,Christian Plummer,1,SO,G,6-2,180,"Coppell, TX",Coppell HS, 1.2 Pts,0.2 Reb,0.2 Ast
12,Mateo Escheik,13,FR,F,6-6,210,"Plano, TX",Prestonwood Christian Academy, 0.4 Pts,0.0 Reb,0.0 Ast
13,Knox Hellums,21,JR,G,6-5,190,"Tomball, TX",Concordia Lutheran High School,,,
14,Austin Timperman,32,FR,F,6-9,180,"The Woodlands, TX",The Woodlands HS,,,
