,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,J.R. Lynch,13,SR,G,5-10,170,"Hoboken, NJ",St. Andrew's School, 16.6 Pts,3.7 Reb,3.8 Ast
1,George Blagojevic,4,SR,F,6-8,220,"Geelong, Australia",Australian Centre of Excellence, 14.3 Pts,7.5 Reb,1.9 Ast
2,John Carroll,5,SR,F,6-8,220,"Dublin, Ireland",IMG Academy, 14.6 Pts,6.8 Reb,2.1 Ast
3,Jason Dunne,12,SR,G,6-4,185,"Matawan, NJ",Matawan Regional HS, 12.9 Pts,3.0 Reb,3.5 Ast
4,Travis Weatherington,22,SR,G,6-2,215,"Palm Beach, FL",Royal Palm Beach Community High School, 10.1 Pts,4.3 Reb,1.3 Ast
5,Max Twyman,20,SR,G,6-5,200,"Rye, NY",Brewster Academy, 2.4 Pts,0.9 Reb,0.5 Ast
6,Eddie Davis,15,SR,F,6-7,250,"Las Vegas, NV",Centennial, 2.4 Pts,1.6 Reb,0.2 Ast
7,Romain Boxus,3,JR,G,6-6,210,"Haneffe, Belgium",, 2.2 Pts,1.3 Reb,0.3 Ast
8,Michael Dunne,23,FR,G,6-0,180,"Matawan, NJ",Matawan Regional HS, 1.8 Pts,0.6 Reb,0.1 Ast
9,Nikola Colovic,10,SO,F,6-10,225,"Belgrade, Serbia",None, 2.4 Pts,0.6 Reb,0.2 Ast
10,DJ Mitchell,25,FR,G,6-0,155,"Englewood Cliffs, NJ",St. Thomas More School (Conn.), 1.0 Pts,0.5 Reb,0.5 Ast
11,Darius Kinnel,11,FR,G,6-0,190,"Blackwood, NJ",St. Joseph's Prep, 0.7 Pts,0.3 Reb,0.4 Ast
12,Hunter Marks,0,FR,F,6-9,190,"Phillip Island, Australia",, 0.5 Pts,0.5 Reb,0.4 Ast
13,Petr Stepanyants,45,SO,F,6-9,220,"Moscow, Russia",Balboa School, 1.3 Pts,0.0 Reb,0.0 Ast
14,Zach Brown,1,SO,F,6-6,190,"Princeton, NJ",Rutgers Prep, 0.2 Pts,0.3 Reb,0.0 Ast
15,Mark Bowditch,34,FR,G,6-1,170,"Milton, WI",IMG Academy,,,
16,Matt Hobbs,21,SO,G,6-4,190,"Anchorage, AK",,,,
