,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Dejuan Clayton,13,SO,G,6-2,185,"Bowie, MD",St. John's College High School, 14.5 Pts,2.9 Reb,3.8 Ast
1,Lamar Morgan,22,SR,G,6-6,200,"Willingboro, NJ",Burlington County Institute of Technology, 11.4 Pts,4.2 Reb,0.5 Ast
2,Chad Andrews-Fulton,1,SR,F,6-7,215,"Philadelphia, PA",Constitution High School, 7.6 Pts,6.5 Reb,1.6 Ast
3,Kent Auslander,23,SR,G,6-6,200,"Herndon, VA",Herndon HS, 6.5 Pts,3.1 Reb,0.5 Ast
4,Cedric Council Jr.,5,SR,F,6-8,220,"Kennesaw, GA",North Cobb Christian School, 5.9 Pts,5.8 Reb,0.6 Ast
5,Justin Steers,11,FR,G,6-6,195,"Philadelphia, PA",Greater Hope Christian Academy, 6.0 Pts,3.1 Reb,0.4 Ast
6,Nigel Marshall,4,FR,G,6-5,210,"Irvington, NJ",Bishop McNamara HS, 4.3 Pts,1.8 Reb,0.5 Ast
7,Taqwain Drummond,2,SO,G,6-4,185,"Newport News, VA",Woodside High School, 4.3 Pts,3.2 Reb,0.9 Ast
8,Ibn Williams,0,FR,G,5-11,170,"Newark, NJ",Bishop McNamara HS, 2.9 Pts,1.3 Reb,1.1 Ast
9,Brendan Medley-Bacon,25,FR,C,7-0,235,"Baltimore, MD",Archbishop Curley HS, 2.4 Pts,2.8 Reb,0.2 Ast
10,Lucian Brownlee,21,SR,G,6-2,175,"Lawnside, NJ",Haddon Heights HS, 2.5 Pts,0.6 Reb,0.3 Ast
11,Giir Ring,3,FR,F,6-8,215,"Sydney, Australia",Bella Vista College Prep, 1.8 Pts,1.0 Reb,0.2 Ast
12,Jordan Hardwick,20,SO,F,6-7,205,"Wethersfield, CT",Commonwealth School, 1.0 Pts,1.0 Reb,0.3 Ast
