,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,David Collins,0,SO,G,6-3,208,"Youngstown, OH",First Love Christian Academy, 15.3 Pts,3.7 Reb,2.8 Ast
1,Laquincy Rideau,3,JR,G,6-1,209,"West Palm Beach, FL",Blanche Ely HS, 13.1 Pts,3.7 Reb,5.6 Ast
2,Alexis Yetna,10,SO,F,6-8,231,"Paris, France",Putnam Science Academy, 11.8 Pts,9.5 Reb,1.0 Ast
3,Justin Brown,13,SO,G,6-6,215,"Birmingham, AL",Hargrave Military Academy, 8.6 Pts,2.8 Reb,0.8 Ast
4,Michael Durr,4,FR,F,7-0,245,"Atlanta, GA",Victory Rock Prep, 5.6 Pts,6.1 Reb,0.4 Ast
5,TJ Lang,23,SR,G,6-7,213,"Mobile, AL",McGill-Toolen HS, 6.0 Pts,2.2 Reb,0.7 Ast
6,Mayan Kiir,20,FR,F,6-9,201,"Bradenton, FL",Victory Rock Prep, 5.1 Pts,2.9 Reb,0.5 Ast
7,Xavier Castaneda,1,FR,G,6-1,186,"Chicago, IL",Whitney Young HS, 4.5 Pts,1.6 Reb,1.8 Ast
8,Antun Maricevic,34,JR,F,6-10,249,"Zagreb, Croatia",, 3.5 Pts,2.6 Reb,0.4 Ast
9,Rashun Williams,5,FR,G,6-6,212,"Arlington, GA",Calhoun County HS, 2.4 Pts,1.3 Reb,0.7 Ast
10,Nikola Scekic,41,SR,C,7-2,254,"Belgrade, Serbia",Max My Game Academy (FL), 0.9 Pts,0.3 Reb,0.1 Ast
11,Mark Calleja,11,FR,G,6-2,185,"Hudson, FL",Hudson HS, 2.3 Pts,1.0 Reb,0.3 Ast
12,Ron Lubin,14,SR,G,5-10,165,"Fort Lauderdale, FL",, 1.0 Pts,1.0 Reb,0.5 Ast
13,Madut Akec,22,FR,F,6-7,197,"Bradenton, FL",Victory Rock Prep,,,
14,Ezacuras Dawson III,2,,G,6-3,201,"Miami, FL",South Miami High School,,,
