,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Darrell Brown,5,SO,G,5-10,175,"Memphis, TN",Germantown High School, 13.5 Pts,2.3 Reb,4.3 Ast
1,Donte Thomas,1,SR,F,6-7,213,"Calumet City, IL",Thornwood HIgh School, 11.7 Pts,7.2 Reb,1.0 Ast
2,Nate Kennell,25,SO,G,6-6,195,"Metamora, IL",Metamora Township High School, 9.2 Pts,2.7 Reb,1.8 Ast
3,Elijah Childs,10,FR,F,6-7,220,"Kansas City, MO",, 8.4 Pts,6.2 Reb,0.6 Ast
4,Dwayne Lautier-Ogunleye,23,JR,G,6-3,206,United Kingdom,Bristol Academy, 7.6 Pts,4.7 Reb,2.7 Ast
5,Jayden Hodgson,35,SO,G,6-3,185,Australia,Arlington Country Day School, 4.4 Pts,1.7 Reb,1.4 Ast
6,Koch Bar,12,SO,C,6-10,225,South Sudan,Arlington Country Day School, 4.6 Pts,3.5 Reb,0.4 Ast
7,Luuk van Bree,13,JR,F,6-9,208,Netherlands,Canarias Basketball Academy (Spain), 4.8 Pts,2.4 Reb,0.3 Ast
8,Ryan Stipanovich,21,FR,G,6-7,210,"St. Louis, MO",, 2.4 Pts,1.5 Reb,0.6 Ast
9,JoJo McGlaston,24,SR,G,6-5,185,"Dublin, CA",Dublin, 6.4 Pts,3.9 Reb,1.1 Ast
10,Luqman Lundy,2,JR,G,6-3,200,"Edgewater, NJ",, 0.8 Pts,0.6 Reb,0.4 Ast
11,Callum Barker,30,JR,C,6-9,245,Australia,Notre Dame Prep HS, 0.9 Pts,0.7 Reb,0.0 Ast
12,Peter Hanley,14,JR,F,6-7,206,"Peoria, IL",Notre Dame HS, 0.0 Pts,0.4 Reb,0.0 Ast
13,Antoine Pittman,3,,G,6-3,210,"Rockford, IL",Auburn HS,,,
