,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Yante Maten,1,SR,F,6-8,240,"Pontiac, MI",Bloomfield Hills HS, 19.3 Pts,8.6 Reb,1.5 Ast
1,William Jackson II,0,JR,G,6-2,185,"Athens, GA",Athens Christian, 8.4 Pts,2.2 Reb,3.5 Ast
2,Juwan Parker,3,SR,G,6-4,200,"Tulsa, OK",Booker T. Washington HS, 8.2 Pts,3.7 Reb,1.2 Ast
3,Derek Ogbeide,34,JR,F,6-8,240,"Atlanta, GA",Pebblebrook HS, 6.9 Pts,6.2 Reb,0.7 Ast
4,Rayshaun Hammonds,20,FR,F,6-8,227,"Norcross, GA",, 6.7 Pts,4.9 Reb,1.4 Ast
5,Tyree Crump,4,SO,G,6-1,180,"Bainbridge, GA",Bainbridge High School, 6.5 Pts,1.2 Reb,1.3 Ast
6,Nicolas Claxton,33,FR,F,6-11,215,"Greenville, SC",, 3.9 Pts,3.9 Reb,0.2 Ast
7,TeShaun Hightower,10,FR,G,6-4,180,"Lithonia, GA",, 3.6 Pts,1.4 Reb,1.3 Ast
8,Jordan Harris,2,SO,G,6-4,185,"Iron City, GA",Seminole County middle-High School, 3.7 Pts,2.1 Reb,0.8 Ast
9,Mike Edwards,32,JR,F,6-9,225,"Westland, MI",John Glenn HS, 1.8 Pts,1.8 Reb,0.2 Ast
10,E'Torrion Wilridge,13,,F,6-6,215,"Beaumont, TX",Beaumont Central High School, 1.1 Pts,1.1 Reb,0.8 Ast
11,Pape Diatta,5,SR,F,6-7,220,Senegal,The Rock High School, 1.2 Pts,1.2 Reb,0.3 Ast
12,Isaac Kante,30,FR,F,6-7,236,"Brooklyn, NY",, 1.0 Pts,0.4 Reb,0.0 Ast
13,Connor O'Neill,24,,F,6-6,220,"Roswell, GA",Tilton School, 0.3 Pts,1.3 Reb,0.0 Ast
14,Christian Harrison,11,JR,G,6-5,180,"Atlanta, GA",Woodward Academy, 0.0 Pts,0.5 Reb,0.0 Ast
