,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Quintin Dove,22,JR,F,6-8,200,"Cleveland, OH",, 13.3 Pts,5.2 Reb,0.4 Ast
1,DelFincko Bogan,11,SR,G,5-10,190,"Charleston, MO",Charleston High School, 11.1 Pts,3.2 Reb,3.1 Ast
2,Preston Parks,0,JR,G,6-2,190,"Greenville, SC",Wade Hampton High School, 10.9 Pts,3.9 Reb,3.5 Ast
3,Derek Hawthorne,5,JR,G,6-3,210,"Indianapolis, IN",, 9.7 Pts,4.8 Reb,1.5 Ast
4,Kevin Little,3,SR,G,6-0,170,"Wyandanch, NY",Our Savior New American, 8.3 Pts,1.6 Reb,3.6 Ast
5,Jailen Gill,30,SR,C,6-8,235,"Kansas City, MO",Raytown High School, 6.7 Pts,4.4 Reb,0.6 Ast
6,Craig Randall,,JR,G,6-4,185,"Youngstown, OH",Shadow Mountain HS, 16.3 Pts,3.6 Reb,2.5 Ast
7,Fatodd Lewis,12,SR,F,6-8,230,"Memphis, TN",Raleigh Egypt High School, 10.6 Pts,5.6 Reb,1.1 Ast
8,Parrish Hewitt,4,SO,G,6-3,185,"Memphis, TN",Douglass High School, 6.6 Pts,3.7 Reb,1.1 Ast
9,Minfeke Sanoe,35,SO,C,6-10,250,"Philadelphia, PA",, 1.7 Pts,2.0 Reb,0.2 Ast
10,Jeremy Joyner,42,JR,C,6-9,215,"Riverdale, GA",, 3.6 Pts,2.0 Reb,0.0 Ast
11,Charles Henderson Jr,2,JR,G,6-4,210,"Houston, TX",, 2.0 Pts,1.1 Reb,0.6 Ast
12,Parker Stewart,1,SO,G,6-5,205,"Union City, TN",Union City High School,,,
13,Trenten Williams,34,JR,G,6-3,175,"Houston, TX",,,,
