,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Landon Taliaferro,25,JR,G,6-3,185,"Boulder, CO",, 12.3 Pts,2.0 Reb,1.0 Ast
1,Neftali Alvarez,0,FR,G,6-2,165,"Catano, Puerto Rico",Miami Christian HS, 11.5 Pts,3.7 Reb,3.3 Ast
2,Jonathan Kasibabu,13,SR,F,6-8,240,"Kinshasa, Democratic Republic of the Congo",Westtown School, 10.6 Pts,7.4 Reb,1.4 Ast
3,Jesus Cruz,24,SO,G,6-5,210,"San Juan, Puerto Rico",Loomis Chaffee School, 9.4 Pts,4.2 Reb,1.4 Ast
4,Wassef Methnani,15,SO,F,6-8,208,"Kairrouan, Tunisia",The Knox School, 5.4 Pts,2.8 Reb,0.6 Ast
5,Taj Benning,2,SO,G,6-3,185,"Fair Lawn, NJ",Bergen Catholic High School, 4.7 Pts,2.5 Reb,1.7 Ast
6,Felix Lemetti,1,FR,G,6-2,175,"Stockholm, Sweden",, 5.2 Pts,1.1 Reb,0.8 Ast
7,Matija Milin,14,SR,F,6-9,215,"Belgrade, Serbia",Sports Belgrade, 4.9 Pts,3.0 Reb,0.6 Ast
8,Aidas Kavaliauskas,5,JR,G,6-1,175,"Kaunas, Lithuania",SPIRE Sports Academy, 3.0 Pts,1.4 Reb,2.6 Ast
9,Calvin Whipple,11,FR,G,6-4,185,"Leominster, MA",Northfield Mount Hermon HS, 3.3 Pts,1.7 Reb,0.4 Ast
10,Omar El-Sheikh,30,SO,F,6-7,195,"Cairo, Egypt",The Knox School, 2.6 Pts,1.5 Reb,0.4 Ast
11,Kevin Senghore-Peterson,12,SO,F,6-6,220,"Prolunda, Sweden",Marks Gymnasieskola, 0.4 Pts,0.5 Reb,0.0 Ast
12,Thomas Nolan,10,SR,G,6-3,195,"Trumbull, CT",Fairfield College Preparatory School, 0.0 Pts,0.0 Reb,0.0 Ast
