,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Rayjon Tucker,3,JR,G,6-5,210,"Charlotte, NC",Northside Christian Academy, 20.3 Pts,6.7 Reb,1.8 Ast
1,Nikola Maric,55,FR,F,6-10,245,"Trebinje, Bosnia and Herzegovina",, 10.7 Pts,4.5 Reb,1.7 Ast
2,Markquis Nowell,1,FR,G,5-8,165,"Harlem, NY",St. Patrick HS, 11.1 Pts,3.2 Reb,4.2 Ast
3,Kris Bankston,32,SO,F,6-8,194,"Dewitt, AR",J.A. Fair Systems Magnet High School, 8.2 Pts,4.5 Reb,1.1 Ast
4,Deondre Burns,2,JR,G,6-2,185,"Yazoo City, MS",Newman Smith High School, 10.0 Pts,2.8 Reb,1.6 Ast
5,Jaizec Lottie,11,SO,G,6-1,170,"Aurora, CO",Cherokee Trail High School, 7.2 Pts,3.3 Reb,3.9 Ast
6,Kamani Johnson,20,FR,F,6-8,195,"Brooklyn, NY",Holy Spirit Prep, 5.1 Pts,4.8 Reb,1.4 Ast
7,Ryan Pippins,0,JR,G,6-0,250,"Little Rock, AR",Parkview Arts and Science Magnet High School, 5.7 Pts,2.4 Reb,0.9 Ast
8,Dani Koljanin,23,SR,F,6-8,220,"Pula, Croatia",Ekonomska škola Pula, 3.1 Pts,2.2 Reb,0.2 Ast
9,Horace Wyatt Jr.,25,FR,F,6-7,170,"Atlanta, GA",Mays HS, 2.1 Pts,0.9 Reb,0.4 Ast
10,Damir Hadzic,14,SO,F,6-8,227,"Sarajevo, Bosnia and Herzegovina",Arlington Country Day, 1.8 Pts,0.9 Reb,0.1 Ast
11,Terrell Curtis II,12,FR,G,5-11,165,"Maumelle, AR",Maumelle HS, 0.4 Pts,0.0 Reb,0.0 Ast
