,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Andre Kennedy,1,SR,F,6-7,206,"Albany, GA",Westover High School, 12.4 Pts,5.9 Reb,0.9 Ast
1,Jalen Reeder,0,SR,G,6-5,181,"Kissimmee, FL",Vanguard High School, 9.6 Pts,3.6 Reb,1.1 Ast
2,Gerron Scissum,22,JR,G,6-8,210,"Huntsville, AL",Lee-Huntsville HS, 6.8 Pts,4.6 Reb,1.0 Ast
3,Brandon Miller,2,SO,G,6-0,170,"Huntsville, AL",, 6.5 Pts,3.6 Reb,4.1 Ast
4,Tre Todd,3,JR,G,5-11,155,"Phenix City, AL",, 8.5 Pts,1.5 Reb,1.1 Ast
5,Evan Wiley,24,JR,F,6-6,210,"Huntsville, AL",Lee HIgh School, 5.2 Pts,2.4 Reb,0.8 Ast
6,Arthur Johnson,10,SR,G,6-2,195,"Marion, AL",Francis Marion School, 8.8 Pts,3.2 Reb,1.1 Ast
7,Walter Jones Jr.,34,JR,G,6-5,180,"Greensboro, AL",, 4.6 Pts,2.9 Reb,1.2 Ast
8,Brandon Houston,30,SO,F,6-7,267,"Birmingham, AL",Ramsay High School, 2.4 Pts,0.6 Reb,0.3 Ast
9,Brandon Wright,11,SO,G,6-2,185,"Birmingham, AL",, 2.3 Pts,1.7 Reb,1.2 Ast
10,Amari Goulbourne,5,SO,G,5-9,165,"Riverview, FL",Tampa Preparatory School, 2.5 Pts,1.3 Reb,1.2 Ast
11,Shaquille Seville,20,SO,F,6-9,262,"Palm Beach, FL",, 1.9 Pts,1.5 Reb,0.0 Ast
12,Brandon Powell,12,FR,G,6-2,202,"Huntsville, AL",Lee HS, 0.8 Pts,0.7 Reb,0.1 Ast
13,Dennis Stallings Jr.,32,FR,G,6-1,182,"Mt. Juliet, TN",Whites Creek HS, 0.0 Pts,0.0 Reb,0.0 Ast
14,Daniel Sanders,4,SO,G,6-0,162,"Huntsville, AL",,,,
