,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Lorenzo Phillips,3,JR,G,6-1,185,"Houston, TX",, 13.7 Pts,4.7 Reb,3.7 Ast
1,JaShaun Smith,21,JR,F,6-5,195,"Raleigh, NC",Legacy Charter School, 10.6 Pts,3.3 Reb,0.7 Ast
2,Isaiah Walton,1,SR,G,6-5,190,"Oberlin, OH",Elyria High School, 17.8 Pts,6.5 Reb,2.1 Ast
3,Jaylon Wilson,4,JR,G,6-3,180,"Moore, OK",, 10.5 Pts,2.1 Reb,1.0 Ast
4,Sean Flood,11,JR,G,6-2,170,"Dublin, Ireland",, 6.4 Pts,2.3 Reb,1.8 Ast
5,Jordan Cintron,20,SO,F,6-8,205,"Bronx, NY",Bull City Prep Academy, 5.9 Pts,4.2 Reb,0.6 Ast
6,Spencer Franklin,13,SR,F,6-8,210,"Fort Worth, TX",Green B. Trimble Technical High School, 4.5 Pts,3.6 Reb,0.3 Ast
7,Juan Munoz,55,SO,F,5-11,165,"Morrisville, NC",Panther Creek HS, 5.5 Pts,1.0 Reb,0.9 Ast
8,Damarion Geter,24,SR,F,6-8,230,"Dayton, OH",Dunbar, 4.8 Pts,5.2 Reb,1.2 Ast
9,Gus Okafor,23,FR,F,6-6,220,"Baltimore, MD",Eleanor Roosevelt HS, 3.3 Pts,2.4 Reb,0.3 Ast
10,Pernell Adgei,5,JR,F,6-8,220,"Dumfries, VA",Pope John Paul The Great HS, 1.8 Pts,2.7 Reb,0.4 Ast
11,Kamil Chapman,2,SO,G,6-1,185,"Charlotte, NC",Comenius College High School, 1.6 Pts,0.4 Reb,0.6 Ast
12,Michael Smith,10,FR,G,6-2,190,"Pleasanton, CA",Foothill HS, 0.4 Pts,0.0 Reb,0.1 Ast
13,Joey Lipp,12,FR,F,6-6,190,"Woodland Hills, CA",Notre Dame HS, 0.0 Pts,0.3 Reb,0.0 Ast
14,Abraham Deng,14,FR,F,6-11,215,"Juba, South Sudan",Valley Forge Military Academy,,,
