,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Lamont West,15,JR,F,6-8,222,"Cincinnati, OH",Miller Grove HS, 10.8 Pts,4.0 Reb,0.8 Ast
1,Derek Culver,1,FR,F,6-10,255,"Youngstown, OH",Warren G. Harding HS, 11.7 Pts,10.3 Reb,1.7 Ast
2,Esa Ahmad,23,SR,F,6-8,225,"Cleveland, OH",Shaker Heights HS, 12.0 Pts,5.8 Reb,1.8 Ast
3,James Bolden,3,JR,G,6-0,175,"Covington, KY",Holmes HS, 12.2 Pts,2.6 Reb,2.5 Ast
4,Jermaine Haley,10,JR,G,6-7,215,"Burnaby, Canada",Sunrise Christian Academy, 6.5 Pts,3.9 Reb,2.4 Ast
5,Jordan McCabe,5,FR,G,6-0,183,"Kaukauna, WI",Kaukauna HS, 5.6 Pts,1.4 Reb,2.4 Ast
6,Wesley Harris,21,JR,F,6-8,200,"Jackson, MS",Callaway High School, 7.9 Pts,4.5 Reb,0.8 Ast
7,Chase Harler,14,JR,G,6-3,210,"Moundsville, WV",Wheeling Central Catholic High School, 5.0 Pts,1.1 Reb,1.0 Ast
8,Brandon Knapper,2,FR,G,6-0,180,"South Charleston, WV",South Charleston HS, 5.2 Pts,1.6 Reb,1.5 Ast
9,Emmitt Matthews Jr.,11,FR,F,6-7,195,"Tacoma, WA",Woodrow Wilson HS, 4.7 Pts,2.8 Reb,0.6 Ast
10,Sagaba Konate,50,JR,F,6-8,250,"Bamako, Mali",Kennedy Catholic High School, 13.6 Pts,8.0 Reb,1.4 Ast
11,Andrew Gordon,12,SO,F,6-9,255,"Clearwater, FL",Dunedin HS, 2.4 Pts,1.8 Reb,0.1 Ast
12,Logan Routt,31,JR,F,6-11,260,"Cameron, WV",Cameron HS, 2.3 Pts,2.0 Reb,0.1 Ast
13,Trey Doomes,0,FR,G,6-3,175,"Acworth, GA",University HS, 2.2 Pts,0.9 Reb,0.2 Ast
14,Taevon Horton,20,FR,G,6-1,190,"Fairmont, VA",Fairmont Senior HS, 1.0 Pts,0.3 Reb,0.3 Ast
