,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Josh Sharkey,3,JR,G,5-10,170,"Philadelphia, PA",Archbishop John Carroll High School, 16.3 Pts,3.8 Reb,7.2 Ast
1,Ruben Guerrero,32,SR,C,7-0,240,"Marbella, Spain",Sunrise Christian Academy, 13.5 Pts,8.4 Reb,0.6 Ast
2,Brandon Austin,0,JR,G,6-5,200,"Montgomery, AL",Carver-Montgomery HS, 12.8 Pts,4.5 Reb,0.6 Ast
3,Myron Gordon,4,JR,G,6-3,180,"Bordentown, NJ",, 12.2 Pts,2.4 Reb,1.8 Ast
4,Robert Allen,21,FR,F,6-8,200,"Orlando, FL",Edgewater HS, 9.9 Pts,8.3 Reb,1.5 Ast
5,Kevion Nolan,1,SO,G,6-2,170,"Anniston, AL",Sacred Heart of Jesus Catholic School, 6.8 Pts,1.7 Reb,1.4 Ast
6,Deandre Thomas,5,FR,G,6-4,190,"Richmond, VA",Millwood School, 3.3 Pts,1.6 Reb,0.5 Ast
7,Logan Dye,22,FR,F,6-8,235,"Haleyville, AL",Haleyville HS, 2.7 Pts,1.6 Reb,0.1 Ast
8,Stefan Lakic,15,SR,F,6-7,220,"Visegrad, Bosnia and Herzegovina",Užice Gymnasium, 1.8 Pts,1.7 Reb,0.4 Ast
9,Steven Fitzgerald,11,FR,G,6-4,205,"Somerset, KY",Pulaski County HS, 0.8 Pts,1.1 Reb,0.2 Ast
10,JT Mumber,43,FR,F,6-7,205,"Rome, GA",Darlington High School, 0.3 Pts,0.1 Reb,0.0 Ast
11,Jalen Dupree,24,JR,F,6-8,235,"Cordova, TN",Cordova High School,,,
12,Stanley Henderson Jr.,35,FR,F,6-6,210,"Jonesboro, GA",Middle Georgia Prep,,,
