,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Temple Gibbs,10,SO,G,6-3,200,"Scotch Plains, NJ",Seton Hall Preparatory School, 15.2 Pts,2.7 Reb,3.1 Ast
1,Matt Farrell,5,SR,G,6-0,173,"Bridgewater, NJ",Point Pleasant Beach HS, 16.8 Pts,2.5 Reb,5.5 Ast
2,Bonzie Colson,35,SR,F,6-5,226,"New Bedford, MA",St. Andrew's (RI), 20.2 Pts,10.1 Reb,0.9 Ast
3,Martinas Geben,23,SR,F,6-9,255,Lithuania,St. Maria Goretti HS, 10.9 Pts,8.1 Reb,1.1 Ast
4,Rex Pflueger,0,JR,G,6-6,193,"Dana Point, CA",Mater Dei HS, 8.3 Pts,4.2 Reb,3.1 Ast
5,John Mooney,33,SO,F,6-9,245,"Orlando, FL",Lake Brantley High School, 5.7 Pts,3.9 Reb,0.5 Ast
6,D.J. Harvey,3,FR,G,6-6,220,"Bowie, MD",, 5.8 Pts,2.9 Reb,0.6 Ast
7,Nikola Djogo,13,SO,G,6-7,203,Canada,, 2.5 Pts,1.9 Reb,0.7 Ast
8,Elijah Burns,12,JR,F,6-9,232,"Troy, NY",Blair Academy, 2.3 Pts,2.3 Reb,0.2 Ast
9,Austin Torres,1,SR,F,6-7,228,"Granger, IN",Penn HS, 2.1 Pts,2.3 Reb,0.4 Ast
10,Matt Gregory,21,SR,F,6-6,190,"Avon, IN",Cathedral HS, 0.2 Pts,0.2 Reb,0.0 Ast
11,Liam Nelligan,25,SR,G,6-5,195,"La Grange Park, IL",, 0.2 Pts,0.3 Reb,0.0 Ast
12,Juwan Durham,11,,F,6-11,215,"Tampa, FL",Tampa Preparatory School,,,
