,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Ray Salnave,0,SO,G,6-3,205,"Elmont, NY",Benjamin N. Cardozo High School, 11.9 Pts,4.0 Reb,2.8 Ast
1,Deion Hammond,3,SO,G,6-4,200,"Mitchellville, MD",Riverdale Baptist School, 11.8 Pts,2.1 Reb,0.9 Ast
2,Diago Quinn,32,SR,C,6-9,255,"New York, NY",Lake Forest Academy, 9.3 Pts,5.9 Reb,0.1 Ast
3,Mustapha Traore,4,JR,F,6-8,210,"Philadelphia, PA",Phelps Prep, 7.4 Pts,5.3 Reb,0.9 Ast
4,Nick Rutherford,5,JR,G,6-3,185,"Indianapolis, IN",Allen HS, 5.3 Pts,4.6 Reb,2.3 Ast
5,Louie Pillari,24,JR,G,6-6,200,"Tinton Falls, NJ",Christian Brothers Academy, 5.9 Pts,1.7 Reb,0.9 Ast
6,Marcus McClary,13,SO,G,6-3,195,"Linden, NJ",The Patrick School, 4.4 Pts,2.3 Reb,1.0 Ast
7,Melik Martin,2,SO,F,6-6,200,"York, PA",York Catholic High School, 3.5 Pts,2.0 Reb,0.6 Ast
8,Samuel Chaput,25,FR,G,6-0,175,"Longueuil, Canada",Saint Anthony's HS, 2.6 Pts,0.8 Reb,1.0 Ast
9,George Papas,11,SO,G,6-5,175,"Jersey City, NJ",Union Catholic Regional High School, 2.8 Pts,0.9 Reb,0.5 Ast
10,Nikkei Rutty,21,FR,F,6-8,225,"New Rochelle, NY",Trinity-Pawling HS, 1.9 Pts,1.9 Reb,0.2 Ast
11,Sam Ibiezugbe,44,JR,C,6-11,245,"Simsbury, CT",The Masters School, 1.8 Pts,1.7 Reb,0.1 Ast
12,Trevon Gross Jr.,10,SR,G,6-3,205,"Jackson, NJ",Saint Benedict's Preparatory School, 0.4 Pts,0.7 Reb,0.1 Ast
13,Dave Calloway Jr.,14,FR,G,6-0,170,"Neptune, NJ",St. Rose HS, 0.7 Pts,0.2 Reb,0.0 Ast
14,Mike James Jr.,15,FR,G,6-0,170,"West Hempstead, NY",Malverne HS, 0.3 Pts,0.3 Reb,0.1 Ast
