,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Milik Yarbrough,52,SR,G,6-6,215,"Zion, IL",Zion-Benton Township HS, 16.7 Pts,6.9 Reb,3.1 Ast
1,Phil Fayne,10,SR,F,6-9,220,"Elk Grove, CA",Franklin HIgh School, 15.9 Pts,6.3 Reb,0.8 Ast
2,Zach Copeland,2,JR,G,6-4,185,"Oakland, CA",, 9.3 Pts,2.8 Reb,3.0 Ast
3,Keyshawn Evans,3,SR,G,6-0,180,"Fort Lauderdale, FL",Sagemont School, 7.7 Pts,1.8 Reb,2.0 Ast
4,Josh Jefferson,11,JR,G,6-2,190,"New Albany, IN",, 8.7 Pts,2.1 Reb,1.6 Ast
5,William Tinsley,23,SR,G,6-6,195,"Colfax, IL",Ridgeview High School, 4.4 Pts,4.0 Reb,0.5 Ast
6,Matt Chastain,22,SO,G,6-6,190,"Le Roy, IL",LeRoy High School, 3.5 Pts,4.2 Reb,1.2 Ast
7,Rey Idowu,13,FR,F,6-9,240,"Melbourne, FL",Clearwater Academy, 2.9 Pts,2.6 Reb,0.2 Ast
8,Isaac Gassman,0,SO,G,6-5,180,"Ottawa, IL",Ottawa Township High School, 3.1 Pts,1.6 Reb,0.5 Ast
9,Matt Hein,5,JR,G,6-3,185,"Windermere, FL",Windermere Preparatory School, 1.6 Pts,1.4 Reb,1.5 Ast
10,Dedric Boyd,30,SO,G,6-4,175,"Brownsville, TN",Haywood High School,,,
11,Taylor Bruninga,32,SO,F,6-8,220,"Mapleton, IL",Illini Bluffs High School,,,
12,Lijah Donnelly,15,JR,G,6-2,170,"Bloomington, IL",,,,
13,Keith Fisher III,14,SO,F,6-8,215,"Los Angeles, CA",Westchester High School,,,
14,Jaycee Hillsman,25,SR,G,6-6,213,"Champaign, IL",Simeon HS,,,
15,Abdou Ndiaye,4,FR,F,6-9,190,"Louga, Senegal",The Nation Christian Academy,,,
