,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jared Wilson-Frame,0,JR,G,6-5,220,"Hartford, CT",, 13.0 Pts,3.5 Reb,1.6 Ast
1,Marcus Carr,5,FR,G,6-1,185,Canada,, 10.0 Pts,2.8 Reb,4.0 Ast
2,Parker Stewart,1,FR,G,6-5,190,"Union City, TN",, 9.1 Pts,3.3 Reb,0.9 Ast
3,Shamiel Stevenson,23,FR,G,6-6,230,Canada,, 8.5 Pts,4.4 Reb,1.0 Ast
4,Jonathan Milligan,2,SR,G,6-2,170,"Orlando, FL",Mount Zion Academy (NC), 5.0 Pts,1.1 Reb,1.5 Ast
5,Terrell Brown,21,FR,F,6-10,240,"Providence, RI",, 4.4 Pts,3.4 Reb,0.5 Ast
6,Khameron Davis,13,FR,G,6-4,195,"Highlands Ranch, CO",, 4.0 Pts,2.8 Reb,1.0 Ast
7,Ryan Luther,4,SR,F,6-9,215,"Gibsonia, PA",Hampton HS, 12.7 Pts,10.1 Reb,2.8 Ast
8,Kene Chukwuka,15,SO,F,6-9,215,Sweden,, 2.5 Pts,2.7 Reb,0.8 Ast
9,Monty Boykins,33,SR,G,6-5,192,"West Chester, OH",Lakota West HS, 1.4 Pts,0.5 Reb,0.1 Ast
10,Peace Ilegomah,42,FR,C,6-9,235,Nigeria,, 0.7 Pts,1.0 Reb,0.1 Ast
11,Samson George,24,FR,F,6-7,220,Nigeria,, 0.8 Pts,0.9 Reb,0.1 Ast
12,Anthony Starzynski,22,SO,G,6-3,180,"Pittsburgh, PA",, 0.8 Pts,0.0 Reb,0.0 Ast
13,Joe Mascaro,12,JR,G,5-10,170,"Pittsburgh, PA",, 0.0 Pts,0.0 Reb,0.3 Ast
14,Zach Smith,35,SR,G,6-3,200,"Smethport, PA",Smethport High School, 0.0 Pts,0.1 Reb,0.1 Ast
15,Malik Ellison,3,,G,6-6,215,"Voorhees, NJ",Life Center Academy (NJ),,,
