,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Daniel Utomi,3,JR,F,6-6,215,"Houston, TX",Westside High School, 14.2 Pts,5.5 Reb,1.3 Ast
1,Loren Jackson,01,SO,G,5-8,160,"Chicago, IL",Victory Rock Prep, 13.9 Pts,2.8 Reb,3.1 Ast
2,Jimond Ivey,0,SR,G,6-5,200,"Cleveland, OH",Glenville High School, 11.8 Pts,6.1 Reb,3.4 Ast
3,Tyler Cheese,4,JR,G,6-5,195,"Albany, GA",, 11.1 Pts,4.9 Reb,2.5 Ast
4,Channel Banks,11,JR,G,6-4,186,"Las Vegas, NV",, 6.5 Pts,2.4 Reb,0.8 Ast
5,Deng Riak,10,JR,C,6-10,225,"Melbourne, Australia",Victory Rock Prep HS, 5.2 Pts,5.7 Reb,0.5 Ast
6,Jeremy Roscoe,13,JR,G,6-2,190,"Chicago, IL",, 3.0 Pts,2.0 Reb,0.5 Ast
7,Emmanuel Olojakpoke,22,JR,F,6-8,190,"Houston, TX",Cypress Springs High School, 1.6 Pts,1.7 Reb,0.0 Ast
8,Jaden Sayles,23,SO,F,6-9,235,"Cincinnati, OH",Sycamore High School, 2.3 Pts,2.6 Reb,0.0 Ast
9,Mark Kostelac,44,SO,C,6-11,250,"Cleveland, OH",Glenville High School, 1.9 Pts,1.3 Reb,0.1 Ast
10,Scott Walter,14,FR,G,5-10,170,"Akron, OH",St. Vincent-St. Mary HS, 0.5 Pts,0.8 Reb,0.1 Ast
11,LePear Toles,5,SO,G,6-6,195,"Canton, OH",, 0.8 Pts,0.8 Reb,0.4 Ast
12,Jake Fischer,24,FR,G,6-4,180,"Columbus, OH",Huntington Prep, 0.5 Pts,0.0 Reb,0.0 Ast
13,Marquelle McIntyre,12,JR,G,5-10,175,"Greensboro, NC",Greensboro Day School, 0.1 Pts,0.1 Reb,0.1 Ast
14,Khadim Gueye,50,SR,F,7-0,245,"Dakar, Senegal",Victory Rock Prep,,,
15,Xeyrius Williams,20,SR,F,6-9,205,"Springfield, OH",Wayne HS,,,
