,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Dedric Lawson,1,JR,F,6-9,235,"Memphis, TN",Hamilton HS, 19.1 Pts,10.3 Reb,1.7 Ast
1,Devon Dotson,11,FR,G,6-2,185,"Charlotte, NC",Providence Day School, 12.1 Pts,3.6 Reb,3.6 Ast
2,Lagerald Vick,24,SR,G,6-5,190,"Memphis, TN",Douglass HS, 14.1 Pts,4.0 Reb,1.9 Ast
3,Quentin Grimes,5,FR,G,6-5,210,"The Woodlands, TX",College Park HS, 8.3 Pts,2.5 Reb,2.0 Ast
4,Marcus Garrett,0,SO,G,6-5,195,"Dallas, TX",Skyline High School, 7.3 Pts,4.2 Reb,2.0 Ast
5,Ochai Agbaji,30,FR,G,6-5,210,"Kansas City, MO",Oak Park HS, 8.7 Pts,4.8 Reb,1.0 Ast
6,Udoka Azubuike,35,JR,C,7-0,270,"Delta, Nigeria",Potter's House Christian Acadekmy, 13.4 Pts,6.8 Reb,0.6 Ast
7,David McCormack,33,FR,F,6-10,265,"Norfolk, VA",Oak Hill Academy, 3.8 Pts,2.9 Reb,0.3 Ast
8,Charlie Moore,2,SO,G,5-11,180,"Chicago, IL",Morgan Park High School, 3.0 Pts,0.9 Reb,1.2 Ast
9,K.J. Lawson,13,SO,G,6-8,210,"Memphis, TN",Hamilton HS, 2.8 Pts,1.9 Reb,0.5 Ast
10,Mitch Lightfoot,44,JR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School, 2.4 Pts,2.8 Reb,0.4 Ast
11,Chris Teahan,12,SO,G,6-4,195,"Leawood, KS",Rockhurst High School, 0.6 Pts,0.1 Reb,0.1 Ast
12,Garrett Luinstra,20,FR,G,6-2,155,"Lawrence, KS",Lawrence Free State HS, 0.0 Pts,0.1 Reb,0.1 Ast
13,Silvio De Sousa,22,SO,F,6-9,245,"Luanda, ",IMG Academy,,,
14,Elijah Elliott,10,FR,G,6-3,185,"Southlake, TX",Carroll Senior HS,,,
