,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Sa'eed Nelson,0,JR,G,6-2,190,"Pleasantville, NJ",St. Augustine College Preparatory School, 19.8 Pts,5.6 Reb,5.1 Ast
1,Sam Iorio,22,SO,F,6-6,230,"Allentown, PA",Parkland High School, 13.3 Pts,6.5 Reb,2.0 Ast
2,Stacy Beckton,2,SO,G,6-4,186,"Daytona Beach, FL",Atlantic High School, 10.0 Pts,4.4 Reb,1.0 Ast
3,Mark Gasperini,23,JR,F,6-10,245,"Brookline, MA",Brimmer & May School, 10.3 Pts,4.8 Reb,2.3 Ast
4,Laurynas Motuzis,5,SR,G,6-6,205,"Darien, IL",Hinsdale South High School, 6.8 Pts,3.4 Reb,0.9 Ast
5,Jacob Boonyasith,41,FR,G,6-3,215,"Jenison, MI",Jenison HS, 4.6 Pts,1.5 Reb,0.8 Ast
6,Josh Alexander,21,FR,F,6-8,243,"Carmel, NY",Iona Prep, 4.4 Pts,2.3 Reb,0.5 Ast
7,Marvin Bragg,13,SO,G,6-6,195,"Cerritos, CA",Gahr High School, 4.0 Pts,2.3 Reb,1.1 Ast
8,Yilret Yiljep,12,SR,F,6-7,250,"Kaduna, Nigeria",Westtown (PA), 1.8 Pts,1.8 Reb,0.3 Ast
9,Cheikh Diallo,10,SR,G,6-1,175,"Theis, Senegal",SEED Academy, 1.4 Pts,0.7 Reb,0.3 Ast
10,Jesse Little,1,SO,F,6-10,204,"Starkville, MS",Starkville High School, 1.0 Pts,0.5 Reb,0.1 Ast
11,Christian Sutton,33,FR,G,6-3,193,"Atlanta, GA",Riverwood HS, 0.3 Pts,0.3 Reb,0.0 Ast
12,Matt Cimino,45,SR,F,6-10,212,"Falmouth, ME",Worcester Academy (MA), 0.0 Pts,0.3 Reb,0.0 Ast
13,Justin Perez,14,JR,G,6-1,165,"Miami, FL",Gulliver Prep, 0.0 Pts,0.3 Reb,0.0 Ast
14,Jamir Harris,4,SO,G,6-2,198,"North Brunswick, NJ",St. Patrick High School,,,
