,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Evan Gilyard,3,SO,G,5-10,155,"Chicago, IL",Simeon Career Academy, 13.6 Pts,3.1 Reb,1.7 Ast
1,Nigel Hawkins,0,FR,G,6-4,185,"Houston, TX",Cypress Falls HS, 12.6 Pts,4.5 Reb,1.8 Ast
2,Efe Odigie,32,FR,F,6-9,280,"Houston, TX",Pro-Vision Academy, 12.7 Pts,10.1 Reb,0.5 Ast
3,Jordan Lathon,2,FR,G,6-4,190,"Grandview, MO",Grandview HS, 10.9 Pts,5.1 Reb,2.7 Ast
4,Paul Thomas,1,SR,F,6-8,210,"Houston, TX",Summer Creek HS, 7.7 Pts,5.2 Reb,1.3 Ast
5,Kobe Magee,15,SO,G,6-1,150,"San Antonio, TX",Louis D. Brandeis High School, 3.5 Pts,1.5 Reb,1.9 Ast
6,Kaosi Ezeagu,25,FR,F,6-10,240,"Brampton, Canada",GTA Prep at Mississauga Secondary School, 3.2 Pts,3.4 Reb,0.1 Ast
7,Ountae Campbell,13,JR,G,6-4,195,"Los Angeles, CA",Brentwood HS, 3.0 Pts,3.0 Reb,1.1 Ast
8,Gilles Dekoninck,33,SO,F,6-6,205,"Diest, Belgium",Huntington Prep, 2.0 Pts,1.1 Reb,0.2 Ast
9,Brandon Averitt,24,FR,G,6-1,150,"Monrovia, CA",Elite Prep Academy, 0.0 Pts,0.0 Reb,0.0 Ast
10,Jakobe Dill,21,FR,G,6-3,175,"Beaumont, TX",Heritage Academy, 0.0 Pts,0.0 Reb,0.0 Ast
11,Garrett Sullivan,20,FR,G,6-5,190,"Phoenix, AZ",Hillcrest Prep Academy, 0.0 Pts,0.0 Reb,0.0 Ast
12,Souley Boum,5,SO,G,6-3,160,"Oakland, CA",Oakland Technical High School,,,
13,Isaiah Rhyanes,54,JR,C,6-9,220,"El Paso, TX",,,,
14,Deon Stroud,23,FR,G,6-5,190,"Fresno, CA",Trinity International HS,,,
15,Anthony Tarke,12,JR,G,6-6,220,"Gaithersburg, MD",Coastal Academy,,,
16,Tydus Verhoeven,4,SO,F,6-9,215,"Manteca, CA",Manteca High School,,,
17,Bryson Williams,11,JR,F,6-8,225,"Fresno, CA",Theodore Roosevelt High School,,,
