,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Holland Woods,3,SO,G,6-0,170,"Phoenix, AZ",Apollo High School, 15.0 Pts,3.0 Reb,5.3 Ast
1,Michael Nuga,1,JR,G,6-2,180,"Toronto, Canada",, 10.5 Pts,2.8 Reb,0.9 Ast
2,Sal Nuhu,35,JR,F,6-8,210,"Bronx, NY",, 9.6 Pts,7.0 Reb,0.3 Ast
3,Jamie Orme,13,SR,F,6-7,200,"Seattle, WA",O'Dea High School, 8.3 Pts,4.3 Reb,0.9 Ast
4,Robert McCoy,10,JR,F,6-7,185,"Chicago, IL",, 7.4 Pts,5.8 Reb,0.9 Ast
5,Derek Brown,0,SR,G,6-0,170,"Federal Way, WA",Auburn Riverside High School, 6.9 Pts,3.2 Reb,1.4 Ast
6,Deante Strickland,11,SR,G,5-10,175,"Portland, OR",Central Catholic High School, 7.0 Pts,2.2 Reb,2.5 Ast
7,Rashaad Goolsby,23,JR,F,6-7,190,"Phoenix, AZ",, 4.3 Pts,3.7 Reb,0.8 Ast
8,Michael Mayhew,2,SR,G,6-2,195,"Flower Mound, TX",Marcus High School, 5.5 Pts,1.8 Reb,0.7 Ast
9,Brendan Rumel,4,SO,F,6-10,235,"Tucson, AZ",Rincon High School, 3.6 Pts,2.3 Reb,0.1 Ast
10,Juwan Williams,22,JR,G,6-5,200,"Houston, TX",Travis HS, 3.9 Pts,1.8 Reb,0.6 Ast
11,Filip Fullerton,32,FR,F,6-9,210,"Hillsboro, OR",Southridge HS, 2.0 Pts,1.8 Reb,0.0 Ast
12,Vonte Carter,15,SR,G,6-2,170,"Portland, OR",Benson Polytechnic High School, 1.0 Pts,0.0 Reb,0.0 Ast
13,Kyle Greeley,5,FR,G,6-4,190,"Salem, OR",West Salem HS,,,
14,Trey Woods,12,FR,F,6-9,195,"Anthem, AZ",Anthem Prep,,,
