,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Caleb Martin,10,SR,F,6-7,205,"Mocksville, NC",Oak Hill Academy (VA), 19.2 Pts,5.1 Reb,2.9 Ast
1,Jordan Caroline,24,SR,F,6-7,230,"Champaign, IL",Montverde Academy, 17.3 Pts,9.6 Reb,2.0 Ast
2,Cody Martin,11,SR,F,6-7,205,"Mocksville, NC",Oak Hill Academy (VA), 11.7 Pts,4.5 Reb,5.1 Ast
3,Jazz Johnson,22,JR,G,5-10,195,"Lake Oswego, OR",Lake Oswego HS, 11.2 Pts,1.8 Reb,1.5 Ast
4,Tre'Shawn Thurman,0,SR,F,6-7,230,"Omaha, NE",Omaha Central, 8.3 Pts,5.7 Reb,1.7 Ast
5,Trey Porter,15,SR,F,6-11,230,"Woodbridge, VA",Potomac, 7.4 Pts,4.8 Reb,0.5 Ast
6,Jordan Brown,21,FR,F,6-11,210,"Roseville, CA",Prolific Prep, 3.1 Pts,2.2 Reb,0.5 Ast
7,Corey Henson,2,SR,G,6-3,175,"Upper Marlboro, MD",DeMatha Catholic HS, 2.8 Pts,0.9 Reb,0.7 Ast
8,Nisre Zouzoua,5,JR,G,6-2,200,"Brockton, MA",Boston Trinity HS, 1.4 Pts,1.0 Reb,0.6 Ast
9,David Cunningham,20,SR,G,6-4,195,"Sacramento, CA",Bella Vista HS, 0.0 Pts,0.3 Reb,0.0 Ast
10,Zach Wurm,54,JR,F,6-4,216,"Reno, NV",Bishop Manogue HS, 0.0 Pts,0.0 Reb,0.0 Ast
11,JoJo Anderson,12,JR,G,6-3,170,"Houston, TX",La Lumiere School,,,
12,Lindsey Drew,14,SR,G,6-4,180,"Encino, CA",Fairfax HS,,,
13,Jalen Harris,1,JR,G,6-5,195,"Duncanville, TX",Ducanville High School,,,
14,K.J. Hymes,42,FR,F,6-11,210,"Phoenix, AZ",Hillcrest Prep,,,
15,Vincent Lee,40,FR,F,6-9,215,"Midlothian, TX",Midlothian HS,,,
16,Jalen Townsell,23,FR,F,6-7,198,"Sparks, NV",Spanish Springs HS,,,
