,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Donte Clark,25,SR,G,6-4,180,"Charlotte, NC",Queen's Grant, 18.6 Pts,5.3 Reb,2.6 Ast
1,Demontrae Jefferson,3,SO,G,5-7,150,"Milwaukee, WI",Believe prep, 23.4 Pts,3.0 Reb,4.5 Ast
2,Derrick Bruce,2,JR,G,6-3,165,"Moreno Valley, CA",Colony HS, 13.9 Pts,3.8 Reb,2.0 Ast
3,Trayvon Reed,5,JR,C,7-2,230,"Mobile, AL",Life Center Academy, 9.7 Pts,8.8 Reb,0.4 Ast
4,Marquis Salmon,15,SR,F,6-7,210,"Lancaster, CA",Village Christian (CA), 5.3 Pts,6.2 Reb,0.3 Ast
5,Lamont Walker,14,SR,F,6-6,210,"Chicago, IL",Morgan Park High School, 5.7 Pts,4.4 Reb,0.5 Ast
6,Kevin Scott,4,SR,F,6-4,190,"Omaha, NE",Omaha Central High School, 12.6 Pts,4.0 Reb,3.0 Ast
7,Brian Carey,11,SO,G,5-9,160,"Denver, CO",Denver East, 2.9 Pts,1.3 Reb,1.6 Ast
8,Robert Lewis,30,JR,G,6-4,190,"Compton, CA",, 5.6 Pts,1.9 Reb,0.6 Ast
9,Cainan McClelland,20,FR,G,6-2,155,"Houston, TX",, 2.6 Pts,1.0 Reb,0.6 Ast
10,Jerry Perry,1,,G,6-3,175,,, 3.8 Pts,1.4 Reb,1.7 Ast
11,Kevin Granger,25,,F,6-5,180,"Houston, TX",, 1.8 Pts,1.9 Reb,0.1 Ast
12,Divonte Lumpkin,23,SO,G,6-1,170,"Chicago, IL",, 0.3 Pts,0.4 Reb,0.3 Ast
13,Devocio Butler,12,,F,6-5,205,"Atlanta, GA",South Cobb High School, 0.0 Pts,0.0 Reb,0.0 Ast
14,Aaron Campbell,,,F,,,,, 0.0 Pts,0.0 Reb,0.5 Ast
15,Justin Hopkins,24,,F,6-5,215,"Huntsville, AL",J.O. Johnson HIgh School,,,
