,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Daishon Smith,5,SR,G,6-1,175,"Jacksonville, FL",Jean Ribault Senior High School, 21.3 Pts,4.5 Reb,3.9 Ast
1,Michael Ertel,2,SO,G,6-2,175,"Indianapolis, IN",Mount Vernon High School, 15.3 Pts,2.9 Reb,2.8 Ast
2,Travis Munnings,1,SR,F,6-6,200,"Freeport, Bahamas",Sunrise Christian Academy, 14.6 Pts,7.7 Reb,2.5 Ast
3,JD Williams,3,JR,G,6-4,175,"Birmingham, AL",, 12.3 Pts,4.0 Reb,1.6 Ast
4,Tyree White,10,JR,F,6-7,190,"St. Louis, MO",, 5.2 Pts,3.0 Reb,0.6 Ast
5,Andre Washington,11,JR,F,6-8,195,"Fort Worth, TX",Arlington Heights High School, 4.7 Pts,5.3 Reb,0.4 Ast
6,Jontray Harris,53,SR,G,6-4,185,"Austin, TX",John H. Reagan High School, 5.4 Pts,2.0 Reb,1.3 Ast
7,Brandon Newman,0,SR,G,6-4,180,"Hawthorne, CA",Lawndale High School, 2.6 Pts,1.2 Reb,1.5 Ast
8,Youry White,23,JR,F,6-8,210,"Baton Rouge, LA",, 1.0 Pts,1.5 Reb,0.2 Ast
9,Jalen Hodge,13,FR,G,6-1,175,"O'Fallon, IL",O'Fallon HS, 1.1 Pts,0.6 Reb,0.3 Ast
10,Calvin Anderson,24,SR,G,6-4,190,"Freeport, Bahamas",St. Louis Christian Academy, 1.5 Pts,1.5 Reb,0.5 Ast
11,Wade Martin,25,SR,G,6-6,190,"Point Pleasant, WV",Fishburne Prep, 0.5 Pts,0.3 Reb,0.0 Ast
12,Derrick Brock,22,JR,G,5-10,165,"Leesville, LA",, 0.0 Pts,0.0 Reb,0.5 Ast
13,Ty Shelby,20,SO,F,6-5,225,"Houston, TX",Friendswood HS, 0.0 Pts,0.0 Reb,0.0 Ast
