,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Payton Pritchard,3,JR,G,6-2,195,"West Linn, OR",West Linn High School, 12.7 Pts,3.7 Reb,4.5 Ast
1,Paul White,13,SR,F,6-9,230,"Chicago, IL",Whitney Young HS, 10.6 Pts,3.9 Reb,1.5 Ast
2,Louis King,2,FR,F,6-9,205,"Jersey City, NJ",Hudson Catholic HS, 13.1 Pts,5.7 Reb,1.4 Ast
3,Victor Bailey Jr.,10,SO,G,6-4,190,"Austin, TX",McNeil High School, 7.7 Pts,2.1 Reb,1.0 Ast
4,Will Richardson,0,FR,G,6-5,180,"Hinesville, GA",Oak Hill Academy, 6.2 Pts,2.4 Reb,2.5 Ast
5,Ehab Amin,4,SR,G,6-4,200,"Alexandria, Egypt",St. John's Military Academy, 5.8 Pts,3.0 Reb,1.2 Ast
6,Kenny Wooten,14,SO,F,6-9,235,"Manteca, CA",Manteca High School, 6.2 Pts,4.6 Reb,0.6 Ast
7,Bol Bol,1,FR,C,7-2,235,"Olathe, KS",Findlay Prep, 21.0 Pts,9.6 Reb,1.0 Ast
8,Francis Okoro,33,FR,F,6-9,235,"Imo, Nigeria",Normal West HS, 3.1 Pts,3.4 Reb,0.2 Ast
9,Miles Norris,5,FR,F,6-10,210,"San Diego, CA",Brewster Academy, 3.4 Pts,2.0 Reb,0.2 Ast
10,Abu Kigab,24,SO,F,6-7,215,"St. Catherines, Canada",Prolific Prep, 2.6 Pts,2.7 Reb,1.8 Ast
11,Will Johnson,54,FR,G,6-1,180,"Pacific Palisades, CA",Palisdes HS, 0.0 Pts,0.1 Reb,0.0 Ast
12,Luke Osborn,25,SO,G,6-6,215,"Clackamas, OR",, 0.0 Pts,0.3 Reb,0.0 Ast
