,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Kevin Easley,34,FR,F,6-6,232,"Indianapolis, IN",, 14.2 Pts,6.7 Reb,1.2 Ast
1,Jerry Johnson Jr.,2,JR,G,6-1,220,"Memphis, TN",Notre Dame Preparatory, 9.9 Pts,3.5 Reb,2.3 Ast
2,Donovann Toatley,5,FR,G,5-9,179,"Upper Marlboro, MD",, 11.2 Pts,2.0 Reb,2.9 Ast
3,David Jean-Baptiste,3,SO,G,6-1,191,"Miami, FL",Miami Norland High School, 9.7 Pts,2.5 Reb,2.1 Ast
4,Ramon Vila,15,SO,F,6-8,242,"Barcelona, Spain",, 10.2 Pts,5.2 Reb,1.2 Ast
5,Jonathan Scott,1,JR,G,6-4,200,"Monument, CO",, 6.1 Pts,3.5 Reb,1.2 Ast
6,Thomas Smallwood,33,SR,C,7-0,241,"Bordeaux, France",Saint John Perse, 6.0 Pts,3.7 Reb,0.8 Ast
7,Maurice Commander,4,FR,G,6-0,167,"Chicago, IL",, 3.9 Pts,1.9 Reb,1.5 Ast
8,Justin Brown,25,FR,C,6-10,205,"Chicago, IL",Marist HS, 3.5 Pts,2.5 Reb,0.4 Ast
9,A.J. Caldwell,0,SO,G,6-4,201,"Sarasota, FL",, 3.3 Pts,1.7 Reb,0.8 Ast
10,Keigen Kerby,22,FR,F,6-7,211,"Hampton Beach, NH",Brooks HS, 2.3 Pts,2.2 Reb,0.4 Ast
11,Rod Johnson,11,JR,F,6-7,200,"Sun Prarie, WI",, 0.0 Pts,0.0 Reb,1.0 Ast
12,Duane Moss,21,FR,F,6-6,200,"Myrtle Beach, SC",Carolina Forest High School, 0.0 Pts,0.0 Reb,0.0 Ast
13,Alex Tostado,,SO,G,6-2,180,"Guadalajara, Mexico",Montverde Academy,,,
