,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Kira Lewis Jr.,2,FR,G,6-3,167,"Meridianville, AL",Hazel Green HS, 13.6 Pts,2.5 Reb,2.9 Ast
1,Donta Hall,0,SR,F,6-9,230,"Luverne, AL",Luverne HS, 10.5 Pts,8.7 Reb,0.5 Ast
2,John Petty,23,SO,G,6-5,197,"Huntsville, AL",J.O. Johnson High School, 10.2 Pts,4.2 Reb,1.8 Ast
3,Tevin Mack,34,JR,G,6-6,225,"Columbia, SC",Dreher HS, 9.1 Pts,3.4 Reb,0.8 Ast
4,Dazon Ingram,12,JR,G,6-5,210,"Theodore, AL",Theodore HS, 7.2 Pts,3.8 Reb,2.5 Ast
5,Herb Jones,10,SO,G,6-7,206,"Greensboro, AL",Hale County High School, 6.0 Pts,3.5 Reb,2.0 Ast
6,Riley Norris,1,SR,G,6-7,212,"Albertville, AL",Albertville HS, 6.6 Pts,3.6 Reb,0.7 Ast
7,Alex Reese,3,SO,F,6-9,238,"Pelham, AL",Pelham High School, 5.9 Pts,2.4 Reb,0.5 Ast
8,Galin Smith,30,SO,F,6-9,245,"Clinton, MS",Clinton High School, 3.9 Pts,2.2 Reb,0.1 Ast
9,Avery Johnson,5,SR,G,5-11,187,"Houston, TX",Plano West, 1.7 Pts,0.8 Reb,0.7 Ast
10,Daniel Giddens,4,JR,F,6-11,247,"Mableton, GA",Oak Hill Academy, 1.9 Pts,1.9 Reb,0.4 Ast
11,Tyler Barnes,15,SO,F,6-8,205,"Louisville, KY",St. Xavier High School, 0.0 Pts,0.0 Reb,0.0 Ast
12,Britton Johnson,21,FR,G,6-4,182,"Mountain Brook, AL",Mountain Brook HS, 0.0 Pts,0.3 Reb,0.0 Ast
13,Lawson Schaffer,24,SR,G,5-11,168,"Cullman, AL",Cullman HS, 0.0 Pts,0.1 Reb,0.0 Ast
14,Javian Davis-Fleming,13,FR,F,6-9,268,"Canton, MS",Canton HS,,,
15,Diante Wood,22,FR,G,6-4,206,"Anniston, AL",Sacred Heart Catholic HS,,,
