,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Kevin Obanor,0,FR,F,6-8,225,"Houston, TX",Mount Zion Christian Academy, 14.8 Pts,7.4 Reb,0.5 Ast
1,Emmanuel Nzekwesi,23,JR,F,6-8,240,"Trophy Club, TX",Byron Nelson High School, 14.8 Pts,8.5 Reb,1.2 Ast
2,D.J. Weaver,14,FR,F,6-8,190,"Houston, TX",Cypress Falls HS, 9.8 Pts,2.7 Reb,0.8 Ast
3,Sam Kearns,10,JR,G,6-0,190,"San Antonio, TX",Samuel Clemens High School, 10.3 Pts,2.7 Reb,3.6 Ast
4,Kaelen Malone,3,SR,G,6-1,180,"Mckinney, TX",Phoenix Westwind Academy, 7.0 Pts,1.8 Reb,3.9 Ast
5,Aidan Saunders,13,JR,G,6-4,185,"Lithonia, GA",, 5.8 Pts,1.7 Reb,1.1 Ast
6,Kerwin Smith,21,SR,F,6-10,225,"Dallas, TX",Woodrow Wilson HS, 4.6 Pts,4.7 Reb,0.7 Ast
7,Carlos Jurgens,11,FR,G,6-5,175,"Tartu, Estonia",, 4.6 Pts,1.8 Reb,2.0 Ast
8,Francis Lacis,22,FR,F,6-7,200,"Riga, Latvia",Riga Centre Language School, 4.7 Pts,2.7 Reb,0.8 Ast
9,Emir Ahmedic,33,SO,F,6-8,240,"Kladanj, Bosnia and Herzegovina",Southwest Christian Academy, 2.6 Pts,2.5 Reb,0.3 Ast
10,Chris Miller,34,JR,F,6-8,255,"Tulsa, OK",Booker T. Washington High School, 4.2 Pts,1.8 Reb,0.3 Ast
11,Chaz Schneider,32,SR,G,6-0,170,"Seymour, IN",Brownstown Central HS, 1.8 Pts,0.5 Reb,0.0 Ast
12,R.J. Fuqua,12,SO,G,5-11,170,"Tulsa, OK",Booker T. Washington High School,,,
13,Kennedy Milton,1,FR,G,6-1,175,"Garland, TX",Lincoln HS,,,
