,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jonathan Andre,10,SO,F,6-7,205,"North Miami Beach, FL",, 13.8 Pts,8.5 Reb,1.2 Ast
1,Carlos Hines,4,SO,G,6-4,171,"Chicago, IL",North Lawndale College Prep High School, 12.9 Pts,2.5 Reb,4.0 Ast
2,Luke Avdalovic,21,FR,G,6-4,185,"Folsom, CA",Vista Del Lago HS, 9.5 Pts,2.1 Reb,0.9 Ast
3,Ted McCree,34,JR,G,6-4,190,"Detroit, MI",, 10.7 Pts,2.1 Reb,1.0 Ast
4,Cameron Shelton,20,FR,G,6-2,160,"La Verne, CA",Damien HS, 8.0 Pts,4.1 Reb,2.5 Ast
5,Brooks DeBisschop,25,JR,F,6-9,230,"West Linn, OR",West Linn High School, 7.0 Pts,5.9 Reb,1.3 Ast
6,Davon Bolton,1,JR,G,6-2,175,"Seattle, WA",, 5.0 Pts,1.4 Reb,1.1 Ast
7,Nik Mains,15,FR,F,6-8,195,"Phoenix, AZ",Pinnacle HS, 4.9 Pts,1.9 Reb,0.3 Ast
8,Isaiah Thomas,33,SR,F,6-9,220,"Oakland, CA",Bishop O'Dowd HS, 2.4 Pts,1.9 Reb,0.1 Ast
9,Chris Bowling,32,JR,G,6-7,175,"Gilbert, AZ",Gilbert High School, 2.0 Pts,1.0 Reb,0.2 Ast
10,Aziz Seck,35,SO,G,6-7,185,"Dakar, Senegal",Army and Navy Academy, 1.7 Pts,1.4 Reb,0.3 Ast
11,Keith Haymon,13,FR,F,6-6,170,"Cypress, TX",Cypress Ranch HS, 0.0 Pts,0.0 Reb,0.0 Ast
12,Corey Brown,2,SR,F,6-8,225,"Hollywood, FL",McArthur HS,,,
13,Karl Harris,14,SR,G,6-5,185,"Chicago, IL",De La Salle Institute,,,
14,Omar Ndiaye,5,SR,G,6-1,165,"Santa Fe, NM",Monte Del Sol HS,,,
15,Cameron Satterwhite,0,SO,G,6-4,175,"Gilbert, AZ",Gilbert Christian High School,,,
