,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Khalil Ahmad,14,SR,G,6-3,209,"Corona, CA",Centennial HS, 18.2 Pts,4.1 Reb,1.3 Ast
1,Kyle Allman,0,SR,G,6-4,182,"Brooklyn, NY",High School for Construction Trades, 17.7 Pts,3.1 Reb,2.0 Ast
2,Jackson Rowe,34,JR,F,6-7,210,"Toronto, Canada",Flensborg, 11.0 Pts,7.8 Reb,1.9 Ast
3,Austen Awosika,10,JR,G,6-3,193,"Chino Hills, CA",Ayala High School, 7.8 Pts,4.8 Reb,3.5 Ast
4,Johnny Wang,33,SO,F,6-9,245,"Beijing, China",Santa Margarita Catholic High School, 3.4 Pts,2.8 Reb,0.2 Ast
5,Jamal Smith,1,JR,G,6-3,170,"Moreno Valley, CA",Rancho Verde HS, 3.5 Pts,2.5 Reb,1.4 Ast
6,Davon Clare,5,JR,F,6-5,220,"Killeen, TX",Harker Heights High School, 3.2 Pts,3.2 Reb,1.0 Ast
7,Wayne Arnold,11,FR,G,6-4,170,"Los Angeles, CA",Dominguez HS, 3.0 Pts,1.4 Reb,0.5 Ast
8,Dominik Heinzl,21,SR,F,6-7,239,"Uzoc, Czech Republic",Bymnhzlum Nymburk, 2.4 Pts,1.9 Reb,0.1 Ast
9,Josh Pitts,24,SO,F,6-9,248,"San Antonio, TX",Memorial High School, 2.3 Pts,1.3 Reb,0.1 Ast
10,Amel Kuljuhovic,22,JR,F,6-10,255,"Waterloo, IA",, 2.4 Pts,2.2 Reb,0.2 Ast
11,Gaber Ozegovic,23,FR,F,6-6,195,"Kranj, Slovenia",Primorska HS, 1.3 Pts,0.8 Reb,0.1 Ast
12,Landon Kirkwood,12,SO,G,6-3,184,"Brooklyn Park, MN",Brooklyn Center High School, 3.0 Pts,1.0 Reb,0.5 Ast
13,Jose Garcia Gonzalez,15,SO,G,6-3,180,"Los Alamitos, CA",Los Alamitos High School, 3.0 Pts,0.0 Reb,0.0 Ast
14,Sammy Jones,,FR,G,,,,, 3.0 Pts,0.0 Reb,0.0 Ast
15,Daniel Venzant,2,SO,G,5-10,163,"Midland, TX",Midland Christian High School,,,
