,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jon Axel Gudmundsson,3,JR,G,6-5,190,"Grindavik, Iceland",Fj�lbrautask�li Su�urnesja, 17.2 Pts,7.3 Reb,4.7 Ast
1,Kellan Grady,31,SO,G,6-5,195,"Boston, MA",Northfield Mount Hermon School, 16.8 Pts,4.4 Reb,1.8 Ast
2,Luka Brajkovic,35,FR,F,6-10,220,"Feldkirch, Austria",, 10.9 Pts,6.1 Reb,1.4 Ast
3,Luke Frampton,34,FR,G,6-5,200,"Poca, WV",Poca HS, 10.1 Pts,3.2 Reb,2.0 Ast
4,KiShawn Pritchett,20,JR,G,6-6,225,"Mooresville, NC",Lake Norman HS, 7.1 Pts,3.7 Reb,2.4 Ast
5,Carter Collins,24,SO,G,6-3,180,"Chapel Hill, NC",East Chapel High School, 5.5 Pts,3.6 Reb,0.8 Ast
6,Dusan Kovacevic,43,JR,F,6-10,245,"Novi Sad, Serbia",Rabun Gap-Nacoochee High School, 1.9 Pts,2.1 Reb,0.8 Ast
7,David Czerapowicz,53,FR,G,6-3,190,"Gothenburg, Sweden",, 1.5 Pts,0.8 Reb,0.3 Ast
8,Nathan Ekwu,1,SR,F,6-7,245,"Enugu, Nigeria",Cardinal Hayes HS, 2.1 Pts,1.9 Reb,0.2 Ast
9,Bates Jones,25,SO,F,6-8,200,"Charlotte, NC",Charlotte Latin High School, 0.9 Pts,1.5 Reb,0.5 Ast
10,Malcolm Wynter,5,JR,G,5-10,155,"Greenlawn, NY",Harborfields High School, 1.0 Pts,0.0 Reb,0.3 Ast
11,Nelson Boachie-Yiadom,32,FR,F,6-8,200,"London, United Kingdom",Loomis Chaffee School, 0.6 Pts,0.7 Reb,0.0 Ast
12,Cal Freundlich,4,JR,G,6-2,155,"New York, NY",Friends Seminary, 0.3 Pts,0.0 Reb,0.0 Ast
13,Patrick Casey,15,JR,F,6-6,205,"Fort Mill, SC",Fort Mill HS, 0.0 Pts,0.0 Reb,0.0 Ast
14,Mike Jones,13,FR,G,6-4,180,"Woodbury, MN",Woodbury HS,,,
