,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Alihan Demir,30,JR,F,6-9,232,"Ankara, Turkey",Ari College, 14.8 Pts,6.4 Reb,2.9 Ast
1,Troy Harper,3,SR,G,6-1,175,"Philadelphia, PA",Neumann-Goretti HS, 15.8 Pts,3.2 Reb,2.3 Ast
2,Trevor John,23,SR,G,6-3,190,"Danville, CA",Monte Vista HS, 11.9 Pts,2.5 Reb,1.0 Ast
3,Camren Wynter,11,FR,G,6-2,175,"Hempstead, NY",DME Academy, 11.3 Pts,4.6 Reb,5.4 Ast
4,James Butler,51,SO,F,6-8,242,"Fairfax Station, VA",Lake Braddock Secondary School, 10.3 Pts,8.2 Reb,0.5 Ast
5,Jarvis Doles,2,SO,F,6-9,215,"Baltimore, MD",Hammond High School, 4.1 Pts,1.5 Reb,0.4 Ast
6,Zach Walton,5,JR,G,6-6,205,"Morton, WA",, 9.6 Pts,4.6 Reb,2.1 Ast
7,Tim Perry Jr.,13,FR,F,6-10,230,"Cherry Hill, NJ",The Phelps School, 2.3 Pts,3.1 Reb,0.1 Ast
8,Kurk Lee,1,JR,G,5-9,150,"Baltimore, MD",St. Frances Academy, 9.3 Pts,2.3 Reb,2.2 Ast
9,Coletrane Washington,0,FR,G,6-4,170,"Sewickley, PA",Quaker Valley HS, 2.0 Pts,0.4 Reb,0.1 Ast
10,Matey Juric,15,FR,G,5-11,193,"Toronto, Canada",Lake Forest Academy, 1.6 Pts,0.8 Reb,1.0 Ast
11,Tadas Kararinas,32,SO,F,6-10,210,"Silute, Lithuania",Findlay College Prep, 1.6 Pts,1.1 Reb,0.3 Ast
12,Kevin Doi,24,SR,G,5-9,165,"Rolling Hills Estates, CA",Chadwick High School, 4.5 Pts,0.8 Reb,1.0 Ast
13,Sam Green,4,SO,F,6-6,230,"Bowie, MD",Bishop McNamara High School, 1.3 Pts,0.9 Reb,0.4 Ast
14,Jesse Reid III,12,FR,G,6-2,175,"Bloomfield, NJ",Seton Hall Prep, 1.0 Pts,1.5 Reb,0.5 Ast
15,Julian Adams,20,JR,G,6-1,175,"York, PA",Dallastown Area HS, 0.0 Pts,0.0 Reb,0.5 Ast
