,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Tyreke Key,11,SO,G,6-2,201,"Celina, TN",Clay County High School, 17.4 Pts,3.5 Reb,1.7 Ast
1,Jordan Barnes,2,JR,G,5-11,152,"St. Louis, MO",Christian Brothers College HIgh School, 14.6 Pts,4.1 Reb,3.2 Ast
2,Emondre Rickman,41,SR,C,6-9,255,"Collinsville, IL",Collinsville HS, 6.3 Pts,3.5 Reb,0.4 Ast
3,Bronson Kessinger,5,JR,F,6-8,222,"Corydon, IN",Corydon Central HS, 6.1 Pts,2.8 Reb,0.4 Ast
4,Cooper Neese,4,FR,G,6-4,190,"Cloverdale, IN",Cloverdale HS, 8.2 Pts,3.2 Reb,1.0 Ast
5,Christian Williams,10,JR,G,6-5,210,"Decatur, IL",St. Teresa HS, 7.9 Pts,5.5 Reb,2.8 Ast
6,Allante Holston,1,SR,G,6-7,190,"Capitol Heights, MD",West Oak Academy, 4.1 Pts,3.0 Reb,0.8 Ast
7,Clayton Hughes,13,SO,G,6-6,206,"Jackson, TN",Hargrave Military Academy, 4.0 Pts,1.9 Reb,0.9 Ast
8,De'Avion Washington,23,FR,G,6-3,205,"Terre Haute, IN",Terre Haute South Vigo HS, 2.5 Pts,2.3 Reb,0.6 Ast
9,Devin Thomas,35,SR,F,6-8,220,"Richmond, IN",Richmond High School, 3.7 Pts,3.3 Reb,0.5 Ast
10,Blake Brinkmeyer,40,FR,F,6-9,205,"West Des Moines, IA",Valley HS, 3.2 Pts,2.0 Reb,0.0 Ast
11,Tyeshon Martin,12,FR,G,6-0,180,"Yonkers, NY",New Rochelle HS, 1.1 Pts,0.4 Reb,0.2 Ast
12,Daniel Huenermann,20,SO,F,6-11,221,"St. Gallen, Switzerland",Kantonschule am Burggraben, 1.0 Pts,0.3 Reb,0.0 Ast
13,Marlon Thomas,43,FR,F,,,,, 2.0 Pts,1.0 Reb,0.0 Ast
14,Cam Bacote,3,,G,6-3,170,"Hampton, VA",Bethel High School,,,
