,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Adam Flagler,10,FR,G,6-3,170,"Duluth, GA",Duluth HS, 15.7 Pts,3.4 Reb,1.2 Ast
1,Francois Lewis,15,SR,F,6-9,230,"Orlando, FL",Edgewater HS, 15.0 Pts,5.1 Reb,1.6 Ast
2,Davon Bell,5,SR,G,5-10,175,"Charlotte, NC",Northside Christian HS, 10.1 Pts,4.1 Reb,6.3 Ast
3,JC Younger,25,JR,G,6-4,200,"Mandeville, LA",IMG Academy, 9.8 Pts,2.6 Reb,0.7 Ast
4,Cory Hightower,12,FR,F,6-7,215,"Norcross, GA",Meadowcreek HS, 9.3 Pts,6.2 Reb,2.1 Ast
5,Romeo Crouch,3,SO,G,6-3,175,"Titusville, FL",Titusville High School, 6.8 Pts,3.2 Reb,1.1 Ast
6,Chris Martin,0,FR,G,6-0,181,"Charlotte, NC",Liberty Heights HS, 4.7 Pts,3.5 Reb,1.2 Ast
7,Kody Shubert,2,FR,G,5-11,160,"Maiden, NC",Lincoln Charter HS, 3.7 Pts,0.9 Reb,1.5 Ast
8,Armel TeTe,11,JR,C,6-9,210,"Fayetteville, NC",Northwood Temple Academy, 2.7 Pts,2.2 Reb,0.1 Ast
9,Ethan Kay,32,SR,G,6-0,185,"Orange Park, FL",Clay High School, 1.9 Pts,0.4 Reb,0.3 Ast
10,Jamie Baker,30,SO,G,5-11,155,"Concord, NC",Massanutten Military Academy, 4.3 Pts,1.2 Reb,0.5 Ast
11,Maleek Catchings,22,SR,G,6-4,240,"Marietta, GA",Joseph Wheeler High School, 1.6 Pts,1.7 Reb,0.2 Ast
12,Ben Drake,4,JR,F,6-8,225,"Kennesaw, GA",, 1.3 Pts,1.3 Reb,0.0 Ast
13,Tristen Becker,13,JR,G,6-3,190,"Charlotte, NC",IMG Academy, 0.6 Pts,1.2 Reb,0.0 Ast
14,Jordan Gibson,23,FR,G,6-5,190,"Bristow, VA",Stonewall Jackson HS,,,
