,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Tevonn Walker,2,SR,G,6-1,195,Canada,Vanier College, 14.8 Pts,4.8 Reb,1.7 Ast
1,Bakari Evelyn,4,SO,G,6-2,175,"Detroit, MI",Gilbert Christian/Hillcrest Academy, 12.6 Pts,3.1 Reb,2.9 Ast
2,Markus Golder,5,SO,G,6-6,195,"Portland, OR",, 9.5 Pts,4.3 Reb,1.3 Ast
3,Derrik Smits,21,SO,C,7-1,235,"Zionsville, IN",Zionsville HS, 7.5 Pts,3.6 Reb,0.7 Ast
4,Max Joseph,3,SR,G,6-1,205,Canada,Vanier College, 7.3 Pts,4.2 Reb,2.1 Ast
5,Micah Bradford,1,SO,G,6-2,150,"Bradley, IL",Bradley Bourbonnais Community HIgh School, 5.1 Pts,1.5 Reb,2.2 Ast
6,Jaume Sorolla,14,SO,C,6-11,240,Spain,Sunrise Christian Academy, 4.9 Pts,3.4 Reb,0.2 Ast
7,Joe Burton,10,JR,G,6-6,210,"Porter, TX",, 11.5 Pts,3.4 Reb,0.8 Ast
8,Mileek McMillan,23,FR,F,6-8,220,"Merrillville, IN",, 3.2 Pts,1.4 Reb,0.3 Ast
9,John Kiser,33,SO,G,6-5,205,"Noblesville, IN",Noblesville HIgh School, 2.8 Pts,3.7 Reb,0.9 Ast
10,Marten Linssen,12,FR,F,6-8,240,Germany,, 2.0 Pts,2.0 Reb,0.3 Ast
11,Parker Hazen,0,FR,F,6-7,210,"Columbia City, IN",, 1.0 Pts,1.2 Reb,0.2 Ast
12,Ryan Fazekas,35,,G,6-8,215,"Chesterton, IN",Marquette Catholic HS,,,
13,Steven Helm,15,,G,6-2,180,,,,,
